G1	G2	G3	G4	G5	G6	GNPSLinkout_Cluster	GNPSLinkout_Network	INCHI	LibraryID	MQScore	RTConsensus	RTMean	RTStdErr	Smiles	SpectrumID	SumPeakIntensity	UniqueFileSourcesCount	cluster index	componentindex	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"812.0","main.cluster index_upperinput":"812.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	4.4754	4.4754	0	N/A	N/A	507307.96598783194	3	812	1	3	-422.2459	-1	424.2459	507307.96598783194
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"814.0","main.cluster index_upperinput":"814.0"}	This Node is a Singleton	N/A	N/A	N/A	5.2612	5.2612	0	N/A	N/A	321751.6654065852	4	814	-1	4	565.3352	1	565.3352	321751.6654065852
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"816.0","main.cluster index_upperinput":"816.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=101&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	5.6494	5.6494	0	N/A	N/A	420489.3553151811	4	816	101	4	-432.2580	-1	434.2580	420489.3553151811
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"818.0","main.cluster index_upperinput":"818.0"}	This Node is a Singleton	N/A	N/A	N/A	2.8471	2.8471	0	N/A	N/A	316544.31785150303	3	818	-1	3	-358.2392	-1	360.2392	316544.31785150303
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"820.0","main.cluster index_upperinput":"820.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=9&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	2.7332	2.7332	0	N/A	N/A	281470.88795341883	5	820	9	5	-953.9709	-1	955.9709	281470.88795341883
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"823.0","main.cluster index_upperinput":"823.0"}	This Node is a Singleton	N/A	N/A	N/A	4.1184	4.1184	0	N/A	N/A	336441.5271507333	7	823	-1	7	-953.9706	-1	955.9706	336441.5271507333
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"824.0","main.cluster index_upperinput":"824.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=16&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	3.0239	3.0239	0	N/A	N/A	893494.918177395	8	824	16	8	-953.9708	-1	955.9708	893494.918177395
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"825.0","main.cluster index_upperinput":"825.0"}	This Node is a Singleton	N/A	N/A	N/A	6.3689	6.3689	0	N/A	N/A	146568.85531837892	2	825	-1	2	-507.2879	-1	509.2879	146568.85531837892
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"826.0","main.cluster index_upperinput":"826.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=10&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	4.9282	4.9282	0	N/A	N/A	84785.67600292944	3	826	10	3	-665.3507	-1	667.3507	84785.67600292944
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"827.0","main.cluster index_upperinput":"827.0"}	This Node is a Singleton	N/A	N/A	N/A	7.4327	7.4327	0	N/A	N/A	52428.15458652028	2	827	-1	2	-843.5427	-1	845.5427	52428.15458652028
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"828.0","main.cluster index_upperinput":"828.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=16&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	1.5919	1.5919	0	N/A	N/A	1001382.1654333727	8	828	16	8	-953.9702	-1	955.9702	1001382.1654333727
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"829.0","main.cluster index_upperinput":"829.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=9&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	5.9704	5.9704	0	N/A	N/A	304480.55381759146	6	829	9	6	-953.9706	-1	955.9706	304480.55381759146
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"830.0","main.cluster index_upperinput":"830.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=16&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	7.0369	7.0369	0	N/A	N/A	481941.6486743421	9	830	16	9	-953.9705	-1	955.9705	481941.6486743421
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"832.0","main.cluster index_upperinput":"832.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=16&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	3.7409	3.7409	0	N/A	N/A	974735.6176744519	9	832	16	9	-953.9706	-1	955.9706	974735.6176744519
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"833.0","main.cluster index_upperinput":"833.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=69&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	4.6695	4.6695	0	N/A	N/A	81423.39733906082	2	833	69	2	-536.3148	-1	538.3148	81423.39733906082
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"835.0","main.cluster index_upperinput":"835.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=16&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	5.0258	5.0258	0	N/A	N/A	392478.3510228115	9	835	16	9	-953.9706	-1	955.9706	392478.3510228115
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"836.0","main.cluster index_upperinput":"836.0"}	This Node is a Singleton	N/A	N/A	N/A	2.8042	2.8042	0	N/A	N/A	196870.46712890588	5	836	-1	5	-953.9698	-1	955.9698	196870.46712890588
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"837.0","main.cluster index_upperinput":"837.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=16&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	5.8390	5.8390	0	N/A	N/A	696300.6811015019	8	837	16	8	-953.9708	-1	955.9708	696300.6811015019
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"841.0","main.cluster index_upperinput":"841.0"}	This Node is a Singleton	N/A	N/A	N/A	3.1515	3.1515	0	N/A	N/A	14860.50857226564	2	841	-1	2	360.2376	1	360.2376	14860.50857226564
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"843.0","main.cluster index_upperinput":"843.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=37&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	4.7106	4.7106	0	N/A	N/A	30283984.89434596	16	843	37	16	-1031.9882	-1	1033.9882	30283984.89434596
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"845.0","main.cluster index_upperinput":"845.0"}	This Node is a Singleton	N/A	N/A	N/A	3.2814	3.2814	0	N/A	N/A	2001367.743911931	3	845	-1	3	-1020.4823	-1	1022.4823	2001367.743911931
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"849.0","main.cluster index_upperinput":"849.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=4&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	5.1661	5.1661	0	N/A	N/A	3284383.071763854	18	849	4	18	-573.2526	-1	575.2526	3284383.071763854
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"850.0","main.cluster index_upperinput":"850.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=35&task=ab918866206941ff8683138e0d31e807&show=true	1S/C52H72N10O13/c1-28(25-29(2)41(75-8)27-34-13-10-9-11-14-34)16-21-37-30(3)44(65)59-39(50(71)72)22-23-42(64)62(7)33(6)47(68)56-32(5)46(67)60-40(26-35-17-19-36(63)20-18-35)49(70)61-43(51(73)74)31(4)45(66)58-38(48(69)57-37)15-12-24-55-52(53)54/h9-11,13-14,16-21,25,29-32,37-41,43,63H,6,12,15,22-24,26-27H2,1-5,7-8H3,(H,56,68)(H,57,69)(H,58,66)(H,59,65)(H,60,67)(H,61,70)(H,71,72)(H,73,74)(H4,53,54,55)/b21-16+,28-25+/t29-,30-,31-,32+,37-,38-,39+,40-,41-,43+/m0/s1	Massbank: MCYR|Microcystin YR|(5R,8S,11R,12S,15S,18S,19S,22R)-15-[3-(diaminomethylideneamino)propyl]-8-[(4-hydroxyphenyl)methyl]-18-[(1E,3E,5S,6S)-6-methoxy-3,5-dimethyl-7-phenylhepta-1,3-dienyl]-1,5,12,19-tetr	0.744416	3.6153	3.6153	0	CO[C@@H](Cc1ccccc1)[C@@H](C)\C=C(C)\C=C\[C@@H]2NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](C)[C@@H](NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@@H](C)NC(=O)C(=C)N(C)C(=O)CC[C@@H](NC(=O)[C@H]2C)C(O)=O)C(O)=O	CCMSLIB00005734833	1771070.577094262	6	850	35	6	-1041.5192	-1	1043.5192	1771070.577094262
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"851.0","main.cluster index_upperinput":"851.0"}	This Node is a Singleton	N/A	N/A	N/A	7.3083	7.3083	0	N/A	N/A	900157.5970191697	10	851	-1	10	-319.2106	-1	321.2106	900157.5970191697
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"869.0","main.cluster index_upperinput":"869.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=37&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	6.2289	6.2289	0	N/A	N/A	40650293.19713051	18	869	37	18	-1031.9882	-1	1033.9882	40650293.19713051
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"877.0","main.cluster index_upperinput":"877.0"}	This Node is a Singleton	N/A	N/A	N/A	7.2491	7.2491	0	N/A	N/A	1457831.3525654727	13	877	-1	13	-783.4966	-1	785.4966	1457831.3525654727
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"878.0","main.cluster index_upperinput":"878.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=4&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	5.7647	5.7647	0	N/A	N/A	11380089.938632572	8	878	4	8	-553.2834	-1	555.2834	11380089.938632572
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"879.0","main.cluster index_upperinput":"879.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	5.8792	5.8792	0	N/A	N/A	850993.0129863286	5	879	1	5	-481.2698	-1	483.2698	850993.0129863286
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"881.0","main.cluster index_upperinput":"881.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=4&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	5.3463	5.3463	0	N/A	N/A	306003.0054238295	5	881	4	5	-575.2691	-1	577.2691	306003.0054238295
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"883.0","main.cluster index_upperinput":"883.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=133&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	3.5664	3.5664	0	N/A	N/A	6851297.82170654	6	883	133	6	-794.4858	-1	796.4858	6851297.82170654
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"884.0","main.cluster index_upperinput":"884.0"}	This Node is a Singleton	N/A	N/A	N/A	3.1248	3.1248	0	N/A	N/A	5233716.407254921	6	884	-1	6	-783.3612	-1	785.3612	5233716.407254921
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"885.0","main.cluster index_upperinput":"885.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=51&task=ab918866206941ff8683138e0d31e807&show=true	1S/C45H59N7O10/c1-4-28(2)39-42(58)48-36(24-18-30-15-21-33(54)22-16-30)43(59)52(3)27-38(55)47-35(23-17-29-13-19-32(53)20-14-29)40(56)46-25-9-8-12-34(41(57)51-39)49-45(62)50-37(44(60)61)26-31-10-6-5-7-11-31/h5-7,10-11,13-16,19-22,28,34-37,39,53-54H,4,8-9,12,17-18,23-27H2,1-3H3,(H,46,56)(H,47,55)(H,48,58)(H,51,57)(H,60,61)(H2,49,50,62)	Massbank: Anabaenopeptin NZ857|2-[[12-butan-2-yl-3,9-bis[2-(4-hydroxyphenyl)ethyl]-7-methyl-2,5,8,11,14-pentaoxo-1,4,7,10,13-pentazacyclononadec-15-yl]carbamoylamino]-3-phenylpropanoic acid	0.910891	3.7841	3.7841	0	CCC(C)C1C(=O)NC(C(=O)N(CC(=O)NC(C(=O)NCCCCC(C(=O)N1)NC(=O)NC(CC2=CC=CC=C2)C(=O)O)CCC3=CC=C(C=C3)O)C)CCC4=CC=C(C=C4)O	CCMSLIB00005733110	7206187.13782485	10	885	51	10	-854.4236	-1	856.4236	7206187.13782485
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"887.0","main.cluster index_upperinput":"887.0"}	This Node is a Singleton	N/A	N/A	N/A	3.3174	3.3174	0	N/A	N/A	1860483.5821629157	5	887	-1	5	-767.3665	-1	769.3665	1860483.5821629157
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"888.0","main.cluster index_upperinput":"888.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=133&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	3.5342	3.5342	0	N/A	N/A	3111881.3885789067	6	888	133	6	-780.4701	-1	782.4701	3111881.3885789067
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"891.0","main.cluster index_upperinput":"891.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=51&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	3.0689	3.0689	0	N/A	N/A	2203583.426973348	10	891	51	10	-847.4616	-1	849.4616	2203583.426973348
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"892.0","main.cluster index_upperinput":"892.0"}	This Node is a Singleton	N/A	N/A	N/A	5.2782	5.2782	0	N/A	N/A	708913.4331854819	3	892	-1	3	-241.1967	-1	243.1967	708913.4331854819
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"893.0","main.cluster index_upperinput":"893.0"}	This Node is a Singleton	N/A	N/A	N/A	3.8980	3.8980	0	N/A	N/A	2329492.027037523	9	893	-1	9	-305.1915	-1	307.1915	2329492.027037523
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"894.0","main.cluster index_upperinput":"894.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=103&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	5.0108	5.0108	0	N/A	N/A	6623148.473526343	18	894	103	18	-291.2119	-1	293.2119	6623148.473526343
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"895.0","main.cluster index_upperinput":"895.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=137&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	5.1685	5.1685	0	N/A	N/A	1779394.5891663763	16	895	137	16	-289.1965	-1	291.1965	1779394.5891663763
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"896.0","main.cluster index_upperinput":"896.0"}	This Node is a Singleton	N/A	N/A	N/A	5.7740	5.7740	0	N/A	N/A	663229.2011772668	9	896	-1	9	-1109.5740	-1	1111.5740	663229.2011772668
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"897.0","main.cluster index_upperinput":"897.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=103&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	4.8578	4.8578	0	N/A	N/A	3193246.544332244	15	897	103	15	-289.1963	-1	291.1963	3193246.544332244
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"898.0","main.cluster index_upperinput":"898.0"}	This Node is a Singleton	N/A	N/A	N/A	5.0022	5.0022	0	N/A	N/A	320969.526698619	3	898	-1	3	-287.1806	-1	289.1806	320969.526698619
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"899.0","main.cluster index_upperinput":"899.0"}	This Node is a Singleton	N/A	N/A	N/A	5.9399	5.9399	0	N/A	N/A	516771.6677308633	6	899	-1	6	-965.5523	-1	967.5523	516771.6677308633
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"900.0","main.cluster index_upperinput":"900.0"}	This Node is a Singleton	N/A	N/A	N/A	4.0210	4.0210	0	N/A	N/A	1588253.4653773794	13	900	-1	13	-307.2068	-1	309.2068	1588253.4653773794
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"902.0","main.cluster index_upperinput":"902.0"}	This Node is a Singleton	N/A	N/A	N/A	4.5717	4.5717	0	N/A	N/A	4752956.6406996	15	902	-1	15	-307.2071	-1	309.2071	4752956.6406996
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"903.0","main.cluster index_upperinput":"903.0"}	This Node is a Singleton	N/A	N/A	N/A	4.2213	4.2213	0	N/A	N/A	1547778.7322321576	7	903	-1	7	-305.1913	-1	307.1913	1547778.7322321576
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"906.0","main.cluster index_upperinput":"906.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=20&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	6.5753	6.5753	0	N/A	N/A	348144.8395803583	3	906	20	3	-809.5182	-1	811.5182	348144.8395803583
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"908.0","main.cluster index_upperinput":"908.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=16&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	2.0797	2.0797	0	N/A	N/A	763594.4427366486	6	908	16	6	-953.9709	-1	955.9709	763594.4427366486
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"909.0","main.cluster index_upperinput":"909.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=137&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	5.3098	5.3098	0	N/A	N/A	1534729.889767949	18	909	137	18	-291.2121	-1	293.2121	1534729.889767949
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"911.0","main.cluster index_upperinput":"911.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=16&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	4.3027	4.3027	0	N/A	N/A	697299.1849213067	7	911	16	7	-953.9705	-1	955.9705	697299.1849213067
0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=ab918866206941ff8683138e0d31e807&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"912.0","main.cluster index_upperinput":"912.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=16&task=ab918866206941ff8683138e0d31e807&show=true	N/A	N/A	N/A	2.1944	2.1944	0	N/A	N/A	882119.1500211193	9	912	16	9	-953.9705	-1	955.9705	882119.1500211193
