BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
BGC0000540.1	BGC0000540.1	Paenibacillus polymyxa OSY-DF PaenA (paenA), PaenP (paenP), PaenB (paenB), PaenC (paenC), PaenI (paenI), PaenT (PaenT), AgrB (agrB), AgrD (agrD), histidine kinase (agrA), AgrC (agrC), and PaenN (paenN) genes, complete cds	lanthipeptide	RiPPs	Paenibacillus polymyxa OSY-DF	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
BGC0000541.1	BGC0000541.1	Paenibacillus polymyxa strain NRRL B-30509 lantibiotic paenicidin A gene cluster, complete sequence	lanthipeptide	RiPPs	Paenibacillus polymyxa	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
BGC0000542.1	BGC0000542.1	Paenibacillus terrae strain NRRL B-30644 paenicidin B biosynthetic gene cluster, complete sequence	lanthipeptide	RiPPs	Paenibacillus terrae	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
BGC0000543.1	BGC0000543.1	S.epidermidis pepA, pepB, pepC, pepI, pepP and pepT genes	lanthipeptide	RiPPs	Staphylococcus epidermidis	Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
BGC0000544.1	BGC0000544.1	Planomonospora alba planosporicin biosynthesis gene cluster, strain NRRL 18924	lanthipeptide	RiPPs	Planomonospora alba	Bacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Planomonospora
BGC0000545.1	BGC0000545.1	Ruminococcus gnavus ruminococcin A gene cluster	lanthipeptide	RiPPs	[Ruminococcus] gnavus E1	Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
BGC0000546.1	BGC0000546.1	Streptomyces albidoflavus strain J1074 supercont3.1, whole genome shotgun sequence	lanthipeptide	RiPPs	Streptomyces albidoflavus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces albidoflavus group
BGC0000547.1	BGC0000547.1	Streptococcus salivarius strain JIM8780 salivaricin 9 lantibiotic gene locus, complete sequence	lanthipeptide	RiPPs	Streptococcus salivarius	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
BGC0000549.1	BGC0000549.1	Streptococcus salivarius strain 5M6c salivaricin D gene locus, complete sequence	lanthipeptide	RiPPs	Streptococcus salivarius	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
BGC0000551.1	BGC0000551.1	Streptomyces coelicolor A3(2) complete genome	lanthipeptide	RiPPs	Streptomyces coelicolor A3(2)	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces albidoflavus group
BGC0000552.1	BGC0000552.1	Streptococcus mutans smbM1, smbF, smbT, smbM2, smbG, smbA, smbB genes, complete cds	lanthipeptide	RiPPs	Streptococcus mutans	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
BGC0000554.1	BGC0000554.1	Streptomyces filamentosus NRRL 15998 supercont3.1, whole genome shotgun sequence	lanthipeptide	RiPPs	Streptomyces filamentosus NRRL 15998	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000555.1	BGC0000555.1	Staphylococcus aureus TY4, ETB plasmid DNA, complete sequence	lanthipeptide	RiPPs	Staphylococcus aureus	Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
BGC0000556.1	BGC0000556.1	Streptococcus pyogenes genes for SrtI, SrtR, SrtK, SrtA, SrtT, SrtC, SrtB, SrtF, SrtE, SrtG, complete cds	lanthipeptide	RiPPs	Streptococcus pyogenes	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
BGC0000557.1	BGC0000557.1	Streptococcus pyogenes FF22 lantibiotic (scn) gene cluster region containing: scnK, scnR, streptococcin A-FF22 precursor (scnA), scnA1, scnM, scnT, scnF, scnE, scnG genes, complete cds, and tnpA gene, partial cds	lanthipeptide	RiPPs	Streptococcus pyogenes	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
BGC0000558.1	BGC0000558.1	Bacillus subtilis uvr repair protein (uvrX), sublancin 168 precursor peptide (sunA), and sublancin transporter protein (sunT) genes, complete cds	glycocin	RiPPs	Bacillus subtilis subsp. subtilis str. 168	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
BGC0000559.1	BGC0000559.1	Bacillus subtilis spaB, spaT, spaC, subtilin (spaS), spaI, spaF, spaE, spaG, spaR spaK and YvaN genes, complete cds	lanthipeptide	RiPPs	Bacillus subtilis subsp. spizizenii ATCC 6633	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
BGC0000560.1	BGC0000560.1	Bacillus subtilis strain MMA7 subtilomycin biosynthetic gene cluster, complete sequence	lanthipeptide	RiPPs	Bacillus subtilis	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
BGC0000561.1	BGC0000561.1	Streptococcus thermophilus tepA gene for thermophilin 1277 and hypothetical bacteriocin-related proteins, complete cds, strain: SBT 1277	lanthipeptide	RiPPs	Streptococcus thermophilus	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
BGC0000563.1	BGC0000563.1	Streptomyces venezuelae ATCC 10712 venezuelin gene cluster, complete sequence	lanthipeptide	RiPPs	Streptomyces venezuelae ATCC 10712	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000564.1	BGC0000564.1	Clostridium botulinum A str. ATCC 3502 complete genome	LAP.bacteriocin	RiPPs	Clostridium botulinum A str. ATCC 3502	Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
BGC0000565.1	BGC0000565.1	Streptomyces sp. TP-A0584 goadsporin biosynthetic gene cluster, partial and complete cds	LAP.thiopeptide	RiPPs	Streptomyces sp. TP-A0584	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000566.1	BGC0000566.1	Streptococcus pyogenes M1 GAS, complete genome	LAP.bacteriocin	RiPPs	Streptococcus pyogenes M1 GAS	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
BGC0000567.1	BGC0000567.1	Rhizobium leguminosarum trifolii trifolitoxin (tfxA) gene and tfxB, tfxC,tfxD, tfxE, tfxF, tfxG genes, complete cds	LAP	RiPPs	Rhizobium leguminosarum	Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Rhizobium
BGC0000568.1	BGC0000568.1	Escherichia coli microcin B17 operon (mcbGFEDCBA genes), strain L1000	LAP	RiPPs	Escherichia coli	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
BGC0000569.1	BGC0000569.1	Bacillus amyloliquefaciens ptn gene cluster for plantathiazolicin, strain FZB42	LAP	RiPPs	Bacillus velezensis FZB42	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus amyloliquefaciens group
BGC0000570.1	BGC0000570.1	Asticcacaulis excentricus CB 48 chromosome 1, complete sequence	lassopeptide	RiPPs	Asticcacaulis excentricus CB 48	Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis
BGC0000571.1	BGC0000571.1	Burkholderia rhizoxinica HKI 454, complete genome	lassopeptide	RiPPs	Paraburkholderia rhizoxinica HKI 454	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia
BGC0000572.1	BGC0000572.1	Burkholderia thailandensis E444 chromosome 1, complete sequence	lassopeptide	RiPPs	Burkholderia thailandensis E444	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei group
BGC0000573.1	BGC0000573.1	Caulobacter sp. K31 plasmid pCAUL01, complete sequence	lassopeptide	RiPPs	Caulobacter sp. K31	Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter
BGC0000574.1	BGC0000574.1	Caulobacter segnis ATCC 21756, complete genome	lassopeptide	RiPPs	Caulobacter segnis ATCC 21756	Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter
BGC0000575.1	BGC0000575.1	Rhodococcus jostii lariatin biosynthetic gene cluster (larA, larB, larC, larD, larE), complete cds	lassopeptide	RiPPs	Rhodococcus jostii	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
BGC0000576.1	BGC0000576.1	Rubrivivax gelatinosus IL144 DNA, complete genome	lassopeptide	RiPPs	Rubrivivax gelatinosus IL144	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Rubrivivax
BGC0000577.1	BGC0000577.1	Sphingobium japonicum UT26S plasmid pCHQ1 DNA, complete genome	lassopeptide	RiPPs	Sphingobium japonicum UT26S	Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium
BGC0000578.1	BGC0000578.1	Streptomyces filamentosus NRRL 15998 supercont3.1, whole genome shotgun sequence	lassopeptide	RiPPs	Streptomyces filamentosus NRRL 15998	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000579.1	BGC0000579.1	Streptomyces sviceus ATCC 29083 chromosome, whole genome shotgun sequence	lassopeptide	RiPPs	Streptomyces sviceus ATCC 29083	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000580.1	BGC0000580.1	Xanthomonas gardneri ATCC 19865 XANTHO7DRAF_Contig52, whole genome shotgun sequence	lassopeptide	RiPPs	Xanthomonas gardneri ATCC 19865	Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
BGC0000581.1	BGC0000581.1	Escherichia coli plasmid pTUC100 microcin J25 precursor (mcjA), McjB (mcjB), McjC (mcjC), and McjD (mcjD) genes, complete cds	lassopeptide	RiPPs	Escherichia coli	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
BGC0000582.1	BGC0000582.1	Streptomyces sp. OH-4156 putative regulatory protein gene, complete cds; and cypemycin gene cluster, complete sequence	linaridin	RiPPs	Streptomyces sp. OH-4156	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000583.1	BGC0000583.1	Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome	linaridin	RiPPs	Streptomyces griseus subsp. griseus NBRC 13350	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000591.1	BGC0000591.1	Alteromonas sp. B-10-31 orf1, orf2, orf3, mstI, orf5, orf6, orf7 genes, partial and complete cds	microviridin	RiPPs	Alteromonas sp. B-10-31	Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas
BGC0000592.1	BGC0000592.1	Microcystis aeruginosa NIES-298 microviridin biosynthetic gene cluster, strain NIES-298	microviridin	RiPPs	Microcystis aeruginosa NIES-298	Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Microcystaceae,Microcystis
BGC0000593.1	BGC0000593.1	Microcystis aeruginosa MRC microviridin biosynthetic gene cluster, strain MRC	microviridin	RiPPs	Microcystis aeruginosa MRC	Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Microcystaceae,Microcystis
BGC0000594.1	BGC0000594.1	Planktothrix agardhii NIVA-CYA 126/8 putative methyltransferase gene, complete cds; microviridin biosynthetic gene cluster, complete sequence; and short chain dehydrogenase gene, complete cds	microviridin	RiPPs	Planktothrix agardhii NIVA-CYA 126/8	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Microcoleaceae,Planktothrix
BGC0000598.1	BGC0000598.1	Bacterium symbiont of Theonella swinhoei pTSMAC1 genomic sequence	proteusin.bacteriocin	RiPPs	bacterium symbiont of Theonella swinhoei pTSMAC1 Bacteria.	
BGC0000599.1	BGC0000599.1	Bacillus thuringiensis strain DPC6431 thuricin operon, partial sequence	sactipeptide	RiPPs	Bacillus thuringiensis	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group
BGC0000600.1	BGC0000600.1	Bacillus thuringiensis strain SF361 bacteriocin, thurincin H gene cluster, complete sequence	sactipeptide	RiPPs	Bacillus thuringiensis	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group
BGC0000601.1	BGC0000601.1	Bacillus subtilis subsp. subtilis str. 168 complete genome	head_to_tail.sactipeptide	RiPPs	Bacillus subtilis subsp. subtilis str. 168	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
BGC0000602.1	BGC0000602.1	Bacillus subtilis subtilosin gene cluster, complete sequence	head_to_tail.sactipeptide	RiPPs	Bacillus subtilis subsp. spizizenii ATCC 6633	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
BGC0000603.1	BGC0000603.1	Streptomyces hygroscopicus strain 10-22 cyclothiazomycin biosynthesis gene cluster, complete sequence	LAP.thiopeptide	RiPPs	Streptomyces hygroscopicus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000604.1	BGC0000604.1	Nonomuraea sp. WU8817 GE2270 gene cluster, complete sequence	LAP.thiopeptide	RiPPs	Nonomuraea sp. WU8817	Bacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Nonomuraea
BGC0000605.1	BGC0000605.1	Streptomyces sp. ATCC 55365 GE37468 gene cluster, complete sequence	LAP.thiopeptide	RiPPs	Streptomyces sp. ATCC 55365	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000606.1	BGC0000606.1	Streptomyces lactacystinaeus lactazole biosynthetic gene cluster, complete sequence, strain: OM-6519	LAP.thiopeptide	RiPPs	Streptomyces lactacystinaeus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000607.1	BGC0000607.1	Macrococcus caseolyticus strain 115 plasmid pBac115, complete sequence	thiopeptide	RiPPs	Macrococcus caseolyticus	Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Macrococcus
BGC0000608.1	BGC0000608.1	Amycolatopsis fastidiosa strain ATCC 202099 nocathiacin biosynthetic gene cluster, partial sequence	thiopeptide	RiPPs	Actinokineospora fastidiosa	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinokineospora
BGC0000609.1	BGC0000609.1	Nocardia sp. ATCC 202099 nocathiacin I biosynthetic gene cluster, complete sequence	LAP.thiopeptide	RiPPs	Nocardia sp. ATCC 202099	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia
BGC0000610.1	BGC0000610.1	Streptomyces actuosus clone cosmid 13G2 nosiheptide biosynthetic gene cluster, partial sequence	LAP.thiopeptide	RiPPs	Streptomyces actuosus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000611.1	BGC0000611.1	Streptomyces sioyaensis strain ATCC 13989 siomycin biosynthesis gene cluster, complete sequence	LAP.terpene.thiopeptide	Others	Streptomyces sioyaensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000612.1	BGC0000612.1	Bacillus cereus ATCC 14579, complete genome	LAP.thiopeptide	RiPPs	Bacillus cereus ATCC 14579	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group
BGC0000613.1	BGC0000613.1	Nonomuraea sp. Bp3714-39 thiomuracin gene cluster, complete sequence	LAP.thiopeptide	RiPPs	Nonomuraea sp. Bp3714-39	Bacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Nonomuraea
BGC0000614.1	BGC0000614.1	Streptomyces laurentii strain ATCC 31255 thiostrepton biosynthesis gene cluster, complete sequence	LAP.thiopeptide	RiPPs	Streptomyces laurentii	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000615.1	BGC0000615.1	Nocardiopsis sp. TFS65-07 TP-1161 biosynthetic gene cluster, partial sequence	thiopeptide	RiPPs	Nocardiopsis sp. TFS65-07	Bacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis
BGC0000616.1	BGC0000616.1	Bacillus amyloliquefaciens subsp. plantarum str. FZB42, complete genome	bacteriocin	RiPPs	Bacillus velezensis FZB42	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus amyloliquefaciens group
BGC0000617.1	BGC0000617.1	Bacillus coagulans plasmid pI4 coagulin operon, complete sequence; and Mob/Pre (mob/pre) gene, complete cds	bacteriocin	RiPPs	Bacillus coagulans	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
BGC0000618.1	BGC0000618.1	Enterococcus faecium DO, complete genome	bacteriocin	RiPPs	Enterococcus faecium DO	Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus
BGC0000619.1	BGC0000619.1	Lactobacillus gasseri gassericin T gene cluster, complete cds, strain: LA158	bacteriocin	RiPPs	Lactobacillus gasseri	Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
BGC0000620.1	BGC0000620.1	Lactococcus lactis orf1, orf2, lnqQ, orf3, orf4, orf5, orf6, orf7, orf8, orf9, orf10, orf11 genes for collagen-binding protein, putative transcriptional regulator, Lacticin Q, membrane permease protein, membrane-franked domain protein, membrane-franked domain protein, ABC-2 type transporter, ABC transporter, ATP-binding protein, putative transcriptional regulator, replication protein, DNA integrase/recombinase, ATP/GTP binding protein, complete cds, strain: QU 5	bacteriocin	RiPPs	Lactococcus lactis	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus
BGC0000624.1	BGC0000624.1	Lactobacillus salivarius salivaricin CRL1328 biosynthetic gene cluster, complete sequence	bacteriocin	RiPPs	Lactobacillus salivarius	Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
BGC0000625.1	BGC0000625.1	Streptomyces olivoviridis DNA, thioviridamide-producing gene cluster, strain: NA05001	TfuA-related	RiPPs	Streptomyces olivoviridis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000626.1	BGC0000626.1	Bacillus thuringiensis strain As 1.1013 thuricin biosynthesis gene cluster, complete sequence	lanthipeptide	RiPPs	Bacillus thuringiensis	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group
BGC0000627.1	BGC0000627.1	Aspergillus flavus NRRL3357 scf_1106286418846 genomic scaffold, whole genome shotgun sequence	fungal-RiPP	RiPPs	Aspergillus flavus NRRL3357	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000628.1	BGC0000628.1	Lactobacillus paragasseri JV-V03 Sca03-Contig11, whole genome shotgun sequence	thiopeptide	RiPPs	Lactobacillus paragasseri JV-V03	Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
BGC0000655.1	BGC0000655.1	Streptomyces sioyaensis strain ATCC 13989 siomycin biosynthesis gene cluster, complete sequence	LAP.terpene.thiopeptide	Others	Streptomyces sioyaensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000796.1	BGC0000796.1	Paenibacillus alvei strain CCM 2051 S-layer glycan biosynthesis gene cluster, partial sequence	lanthipeptide	RiPPs	Paenibacillus alvei	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
BGC0000809.1	BGC0000809.1	Actinomadura melliaura strain SCC 1655 NADH oxidase and hypothetical proteins genes, complete cds; AT2433 biosynthetic gene cluster, complete sequence; and unknown genes	LAP.thiopeptide.indole	Others	Actinomadura melliaura	Bacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura
BGC0000874.1	BGC0000874.1	Streptomyces griseochromogenes blasticidin biosynthetic cluster, partial sequence	lanthipeptide	RiPPs	Streptomyces griseochromogenes	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000986.1	BGC0000986.1	TPA_exp: Stigmatella aurantiaca DW4/3-1 Dkxanthene biosynthetic gene cluster	T1PKS.NRPS.bacteriocin	Others	Stigmatella aurantiaca DW4/3-1	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Stigmatella
BGC0001020.1	BGC0001020.1	Streptomyces sp. NRRL 30471 muraymycin biosynthetic gene cluster, complete sequence; and flanking sequence	nucleoside.LAP.NRPS.thiopeptide	Others	Streptomyces sp. NRRL 30471	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001145.1	BGC0001145.1	Streptomyces mobaraensis NBRC 13819 = DSM 40847 contig028, whole genome shotgun sequence	LAP.thiopeptide	RiPPs	Streptomyces mobaraensis NBRC 13819 = DSM 40847	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001146.1	BGC0001146.1	Streptomyces sp. NRRL WC-3908 thiazole synthase (ctmI), dehydrogenase (ctmB), precursor peptide (ctmA), cyclodehydratase (ctmD), dehydratase (ctmE), dehydratase (ctmF), and LuxR regulatory protein (luxR) genes, complete cds	LAP.thiopeptide	RiPPs	Streptomyces sp. NRRL WC-3908	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001148.1	BGC0001148.1	Streptomyces cirratus DNA, pheganomycin biosynthetic gene cluster, strain: MD227-A9	fused.NRPS.T3PKS.bacteriocin	Others	Streptomyces cirratus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001155.1	BGC0001155.1	Planobispora rosea strain ATCC 53733 DNA-directed RNA polymerase, beta' subunit (rpoC) and hypothetical protein genes, complete cds; GE2270 biosynthesis gene cluster, complete sequence; and S10P (rpsJ), L3P (rplC), L4P (rplD), L23P (rplW), L2P (rplB), S19P (rpsS), L22P (rpsV), S3P (rpsC), L16P (rplP), L29P (rpmC), S17P (rpsQ), L14P (rplN), L24P (rplX), L5P (rplE), S14P (rpsN), S8P (rpsH), L6P (rplF), L18P (rplR), S5P (rpsE), L30P (rpmD), L15P (rplO), and preprotein translocase subunit SecY (secY) genes, complete cds	LAP.thiopeptide	RiPPs	Planobispora rosea	Bacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Planobispora
BGC0001157.1	BGC0001157.1	Streptomyces scabiei 87.22 complete genome	bottromycin.bacteriocin	RiPPs	Streptomyces scabiei 87.22	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001167.1	BGC0001167.1	Microcystis aeruginosa PCC 7005 piricyclamide precursor (pirE2) gene, partial cds; piricyclamide precursor (pirE3), putative prenyl transferase (pirF), hypothetical proteins, N-terminal cyanobactin protease (pirA), hypothetical protein (pirB), hypothetical protein (pirC), piricyclamide precursor (pirE4), and hypothetical protein genes, complete cds; and C-terminal cyanoabactin protease (pirG) gene, partial cds	cyanobactin	RiPPs	Microcystis aeruginosa PCC 7005	Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Microcystaceae,Microcystis
BGC0001170.1	BGC0001170.1	Clostridium sporogenes ATCC 15579 Scfld_02_1, whole genome shotgun sequence	LAP.bacteriocin	RiPPs	Clostridium sporogenes ATCC 15579	Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
BGC0001171.1	BGC0001171.1	Listeria monocytogenes str. 4b F2365, complete genome	LAP.bacteriocin	RiPPs	Listeria monocytogenes serotype 4b str. F2365	Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria
BGC0001173.1	BGC0001173.1	Bacillus pumilus ATCC 7061 BAT.Contig118, whole genome shotgun sequence	LAP	RiPPs	Bacillus pumilus ATCC 7061	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
BGC0001174.1	BGC0001174.1	Corynebacterium urealyticum DSM 7111, complete genome	LAP	RiPPs	Corynebacterium urealyticum DSM 7111	Bacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
BGC0001176.1	BGC0001176.1	Streptomonospora alba strain YIM 90003 contig_9, whole genome shotgun sequence	lassopeptide	RiPPs	Streptomonospora alba	Bacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Streptomonospora
BGC0001188.1	BGC0001188.1	Streptomyces sp. CT34 Scaffold1, whole genome shotgun sequence	linaridin	RiPPs	Streptomyces sp. CT34	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001209.1	BGC0001209.1	Streptococcus thermophilus LMD-9, complete genome	RaS-RiPP	RiPPs	Streptococcus thermophilus LMD-9	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
BGC0001210.1	BGC0001210.1	Bacillus pseudomycoides DSM 12442 chromosome, whole genome shotgun sequence	lanthipeptide	RiPPs	Bacillus pseudomycoides DSM 12442	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group
BGC0001222.1	BGC0001222.1	Lactobacillus acidophilus strain M46 plasmid pCV461 acidocin B gene cluster, complete sequence	bacteriocin	RiPPs	Lactobacillus acidophilus	Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
BGC0001229.1	BGC0001229.1	Streptomyces bingchenggensis BCW-1, complete genome	lanthipeptide	RiPPs	Streptomyces bingchenggensis BCW-1	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001289.1	BGC0001289.1	Paenibacillus ehimensis strain A3 lantibiotic gene cluster, complete sequence	lanthipeptide	RiPPs	Paenibacillus ehimensis	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
BGC0001291.1	BGC0001291.1	Enterococcus faecium DNA contains enkB, enkB1, enkB2, enkB3, enkB4 genes for enterocin NKR-5-3B precursor peptide, proteins involved in secretion and immunity/maturation, immunity protein, strain: NKR-5-3	bacteriocin	RiPPs	Enterococcus faecium	Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus
BGC0001307.1	BGC0001307.1	Streptomyces leeuwenhoekii strain C58 chaxapeptin biosynthesis gene cluster, partial sequence	lassopeptide	RiPPs	Streptomyces leeuwenhoekii	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001311.1	BGC0001311.1	Ruminococcus flavefaciens FD-1 Contig103, whole genome shotgun sequence	lanthipeptide	RiPPs	Ruminococcus flavefaciens FD-1	Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus
BGC0001356.1	BGC0001356.1	Paenibacillus dendritiformis C454 PDENDC1000064, whole genome shotgun sequence	lassopeptide	RiPPs	Paenibacillus dendritiformis C454	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
BGC0001364.1	BGC0001364.1	Actinomadura atramentaria DSM 43919 strain SF2197 G339DRAFT_scaffold00004.4, whole genome shotgun sequence	lanthipeptide.bacteriocin	RiPPs	Actinomadura atramentaria DSM 43919	Bacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura
