BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
BGC0000623.1	BGC0000623.1	Lactobacillus plantarum plantaricin W beta precursor, plantaricin W alpha precursor, and ABC transporter genes, complete cds		Others	Lactobacillus plantarum	Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
BGC0000652.1	BGC0000652.1	Streptomyces sp. CNQ525 napyradiomycin biosynthetic gene cluster, partial sequence	terpene.T3PKS	Others	Streptomyces sp. CNQ525	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000654.1	BGC0000654.1	Streptomyces sp. Tu6071 phenalinolactone biosynthetic gene cluster, complete sequence	PKS-like.terpene	Others	Streptomyces sp. Tu6071	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000655.1	BGC0000655.1	Streptomyces sioyaensis strain ATCC 13989 siomycin biosynthesis gene cluster, complete sequence	LAP.terpene.thiopeptide	Others	Streptomyces sioyaensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000662.1	BGC0000662.1	Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome	melanin	Others	Streptomyces griseus subsp. griseus NBRC 13350	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000665.1	BGC0000665.1	Streptomyces sp. HKI0576 gene cluster for the biosynthesis of indolosesquiterpenoids, strain HKI0576		Others	Streptomyces sp. HKI0576	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000666.1	BGC0000666.1	Streptomyces sp. SCSIO 02999 putative Ox3, putative alcohol dehydrogenase zinc-binding domain protein, XiaA, XiaB, XiaC, XiaD, XiaE, XiaF, XiaG, XiaH, XiaI, XiaJ, XiaK, XiaL, XiaM, XiaN, XiaO, XiaP, XiaQ, XiaR, putative bacillolysin, and putative sodium-coupled permease genes, complete cds		Others	Streptomyces sp. SCSIO 02999	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000668.1	BGC0000668.1	Hapalosiphon welwitschii UTEX B 1830 indolinone biosynthetic gene cluster, partial sequence	other	Others	Hapalosiphon welwitschii UTEX B 1830	Bacteria,Cyanobacteria,Nostocales,Hapalosiphonaceae,Hapalosiphon
BGC0000670.1	BGC0000670.1	Arabidopsis thaliana chromosome 5 sequence		Others	Arabidopsis thaliana	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliophyta,eudicotyledons,Gunneridae,Pentapetalae,rosids,malvids,Brassicales,Brassicaceae,Camelineae,Arabidopsis
BGC0000673.1	BGC0000673.1	TPA_asm: Aspergillus nidulans FGSC A4 chromosome VII		Others	Aspergillus nidulans FGSC A4	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000677.1	BGC0000677.1	Streptomyces melanosporofaciens genes for geranylgeranyl diphosphate synthase, geranylgeranyl diphosphate cyclase, P450, complete cds, strain: MI614-43F2		Others	Streptomyces melanosporofaciens	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000686.1	BGC0000686.1	Aspergillus fumigatus Af293 chromosome 4, whole genome shotgun sequence		Others	Aspergillus fumigatus Af293	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000687.1	BGC0000687.1	Diaporthe amygdali genomic DNA, strain:N2, clone:PaGenomeA		Others	Diaporthe amygdali	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Diaporthales,Diaporthaceae,Diaporthe
BGC0000695.1	BGC0000695.1	Micromonospora olivasterospora fortimicin biosynthesis gene cluster, strain DSM 43868	indole	Others	Micromonospora olivasterospora	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora
BGC0000698.1	BGC0000698.1	Streptomyces hygroscopicus strain NRRL 2388 hygromycin A biosynthetic gene cluster, complete sequence		Others	Streptomyces hygroscopicus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000700.1	BGC0000700.1	Streptomyces tenjimariensis istamycin biosynthesis cluster, strain ATCC 31603	amglyccycl.melanin	Others	Streptomyces tenjimariensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000703.1	BGC0000703.1	Streptomyces kanamyceticus kanamycin biosynthetic gene cluster, strain: NBRC 13414		Others	Streptomyces kanamyceticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000706.1	BGC0000706.1	Streptomyces kanamyceticus kanamycin biosynthetic gene cluster, clone: pKM7		Others	Streptomyces kanamyceticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000707.1	BGC0000707.1	Streptomyces kasugaensis DNA, kasugamycin biosynthesis responsible gene region, partial and complete cds		Others	Streptomyces kasugaensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000712.1	BGC0000712.1	Streptomyces rimosus subsp. paromomycinus genomic region of the paromomycin biosynthesis gene cluster, strain NRRL 2455	amglyccycl.NRPS-like	Others	Streptomyces rimosus subsp. paromomycinus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000725.1	BGC0000725.1	Pseudomonas aeruginosa PAO1, complete genome		Others	Pseudomonas aeruginosa PAO1	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000728.1	BGC0000728.1	Klebsiella pneumoniae subsp. ozaenae capsular polysaccharides biosynthesis gene cluster, complete cds, strain: Kauffmann E5051		Others	Klebsiella pneumoniae subsp. ozaenae	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella
BGC0000729.1	BGC0000729.1	Klebsiella pneumoniae capsular polysaccharides biosynthesis gene cluster, complete cds, strain: NTUH-K9534		Others	Klebsiella pneumoniae	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella
BGC0000730.1	BGC0000730.1	Klebsiella pneumoniae capsular polysaccharides biosynthesis gene cluster, complete cds, strain: 889/50		Others	Klebsiella pneumoniae	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella
BGC0000731.1	BGC0000731.1	Klebsiella pneumoniae capsular polysaccharides biosynthesis gene cluster, complete cds, strain: NTUH-KP13		Others	Klebsiella pneumoniae	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella
BGC0000732.1	BGC0000732.1	Raoultella planticola capsular polysaccharides biosynthesis gene cluster, complete cds, strain: Stanley		Others	Raoultella planticola	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Raoultella
BGC0000733.1	BGC0000733.1	Klebsiella pneumoniae capsular polysaccharides biosynthesis gene cluster, complete cds, strain: NTUH-KP35		Others	Klebsiella pneumoniae	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella
BGC0000734.1	BGC0000734.1	Pasteurella multocida capsule biosynthesis gene cluster, complete sequence		Others	Pasteurella multocida	Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella
BGC0000735.1	BGC0000735.1	Pasteurella multocida capsule biosynthesis gene cluster, complete sequence		Others	Pasteurella multocida	Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella
BGC0000736.1	BGC0000736.1	Pasteurella haemolytica capsule biosynthetic gene cluster, partial sequence		Others	Mannheimia haemolytica	Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia
BGC0000737.1	BGC0000737.1	Pasteurella multocida P934 region 2 capsule biosynthesis gene cluster, partial sequence		Others	Pasteurella multocida	Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella
BGC0000738.1	BGC0000738.1	Pasteurella multocida P1234 region 2 capsule biosynthesis gene cluster, partial sequence		Others	Pasteurella multocida	Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella
BGC0000739.1	BGC0000739.1	Pasteurella multocida P4218 region 2 capsule biosynthesis gene cluster, partial sequence		Others	Pasteurella multocida	Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella
BGC0000740.1	BGC0000740.1	Streptococcus agalactiae strain 090 capsular polysaccharide biosynthesis gene cluster, partial sequence		Others	Streptococcus agalactiae	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
BGC0000741.1	BGC0000741.1	Streptococcus agalactiae strain M781 capsular polysaccharide biosynthesis gene cluster, partial sequence		Others	Streptococcus agalactiae	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
BGC0000742.1	BGC0000742.1	Streptococcus agalactiae strain SS1214 capsular polysaccharide biosynthesis gene cluster, partial sequence		Others	Streptococcus agalactiae	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
BGC0000743.1	BGC0000743.1	Streptococcus agalactiae strain Prague 118754 capsular polysaccharide biosynthesis gene cluster, partial sequence		Others	Streptococcus agalactiae	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
BGC0000744.1	BGC0000744.1	Streptococcus agalactiae strain SG99/143 capsular polysaccharide biosynthesis gene cluster, partial sequence		Others	Streptococcus agalactiae	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
BGC0000745.1	BGC0000745.1	Streptococcus agalactiae strain GB00/031 capsular polysaccharide biosynthesis gene cluster, partial sequence		Others	Streptococcus agalactiae	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
BGC0000746.1	BGC0000746.1	Streptococcus agalactiae strain GB00/017 capsular polysaccharide biosynthesis gene cluster, partial sequence		Others	Streptococcus agalactiae	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
BGC0000747.1	BGC0000747.1	Streptococcus agalactiae strain FP6453 capsular polysaccharide biosynthesis gene cluster, partial sequence		Others	Streptococcus agalactiae	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
BGC0000748.1	BGC0000748.1	Streptococcus agalactiae strain SG99/276 capsular polysaccharide biosynthesis gene cluster, partial sequence		Others	Streptococcus agalactiae	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
BGC0000749.1	BGC0000749.1	Escherichia coli strain B44 K30 capsule biosynthesis gene cluster, partial sequence		Others	Escherichia coli	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
BGC0000751.1	BGC0000751.1	Actinobacillus pleuropneumoniae serotype 12 capsular polysaccharide biosynthesis gene cluster, partial sequence; and unknown gene		Others	Actinobacillus pleuropneumoniae	Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus
BGC0000752.1	BGC0000752.1	Actinobacillus pleuropneumoniae strain Femo serotype 6 capsular polysaccharide biosynthesis gene cluster, partial sequence		Others	Actinobacillus pleuropneumoniae serovar 6 str. Femo	Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus
BGC0000753.1	BGC0000753.1	Actinobacillus pleuropneumoniae isolate 72-14676 serotype 7 capsular polysaccharide biosynthesis gene cluster, partial sequence		Others	Actinobacillus pleuropneumoniae	Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus
BGC0000754.1	BGC0000754.1	Avibacterium paragallinarum strain TW95 capsule biosynthesis region 2 gene cluster, complete sequence		Others	Avibacterium paragallinarum	Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Avibacterium
BGC0000755.1	BGC0000755.1	Avibacterium paragallinarum strain 221 capsule biosynthesis region 2 gene cluster, complete sequence		Others	Avibacterium paragallinarum 221	Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Avibacterium
BGC0000756.1	BGC0000756.1	Avibacterium paragallinarum strain H18 capsule biosynthesis region 2 gene cluster, complete sequence		Others	Avibacterium paragallinarum	Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Avibacterium
BGC0000757.1	BGC0000757.1	Avibacterium paragallinarum strain TW07 capsule biosynthesis region 2 gene cluster, complete sequence		Others	Avibacterium paragallinarum	Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Avibacterium
BGC0000758.1	BGC0000758.1	Staphylococcus aureus M type 1 capsular polysaccharide biosynthesis gene cluster, complete sequence and unknown genes		Others	Staphylococcus aureus	Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
BGC0000759.1	BGC0000759.1	Sphingomonas sp. ATCC 53159 diutan polysaccharide synthesis gene cluster, partial sequence		Others	Sphingomonas sp. ATCC 53159	Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
BGC0000760.1	BGC0000760.1	Acinetobacter lwoffii wzc, wzb, wza, weeA, weeB, wceC, wzx, wzy, weeD, weeE, weeF, weeG, weeH, weeI, weeJ, weeK, galU, ugd, pgi, galE, pgm (partial) and mip (partial) genes (emulsan biosynthetic gene cluster), strain RAG-1		Others	Acinetobacter venetianus RAG-1 = CIP 110063	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
BGC0000761.1	BGC0000761.1	Methylobacillus sp. 12S exopolysaccharide biosynthesis gene cluster, complete cds		Others	Methylobacillus sp. 12S	Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylobacillus
BGC0000762.1	BGC0000762.1	Rhizobium leguminosarum bv. viciae VF39 acidic exopolysaccharide biosynthesis gene cluster, complete sequence		Others	Rhizobium leguminosarum bv. viciae	Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Rhizobium
BGC0000763.1	BGC0000763.1	Pantoea stewartii subsp. stewartii strain DC283 exopolysaccharaide biosynthesis gene cluster, complete sequence; GalF gene, complete cds; and GalE gene, partial cds		Others	Pantoea stewartii subsp. stewartii DC283	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea
BGC0000764.1	BGC0000764.1	Lactococcus lactis exopolysaccharide biosynthesis gene cluster, complete sequence; and unknown genes		Others	Lactococcus lactis	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus
BGC0000765.1	BGC0000765.1	Lactobacillus johnsonii strain ATCC 33200 exopolysaccharide biosynthesis gene cluster, complete sequence		Others	Lactobacillus johnsonii	Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
BGC0000766.1	BGC0000766.1	Lactobacillus johnsonii strain ATCC 11506 exopolysaccharide biosynthesis gene cluster, complete sequence		Others	Lactobacillus johnsonii	Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
BGC0000767.1	BGC0000767.1	Lactobacillus johnsonii strain NCC 2767 exopolysaccharide biosynthesis gene cluster, complete sequence		Others	Lactobacillus johnsonii	Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
BGC0000768.1	BGC0000768.1	Sphingomonas elodea strain ATCC 31461 gellan polysaccharide biosynthesis gene cluster, complete sequence		Others	Sphingomonas elodea ATCC 31461	Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
BGC0000769.1	BGC0000769.1	Mycobacterium avium strain A5 glycopeptidolipid biosynthesis gene cluster, partial sequence		Others	Mycobacterium avium subsp. hominissuis A5	Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium avium complex (MAC)
BGC0000770.1	BGC0000770.1	Campylobacter jejuni HB93-13 wlaII LOS biosynthesis gene cluster, partial sequence		Others	Campylobacter jejuni	Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter
BGC0000772.1	BGC0000772.1	Brucella melitensis strain 16M lipopolysaccharide O side chain biosynthesis gene cluster, complete sequence		Others	Brucella melitensis	Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella
BGC0000773.1	BGC0000773.1	Escherichia coli O7-specific lipopolysaccharide biosynthesis gene cluster, complete sequence		Others	Escherichia coli	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
BGC0000774.1	BGC0000774.1	Xanthomonas campestris pv. campestris LPS biosynthetic cluster, partial sequence; and putative electron-transferring flavoprotein beta subunit (etfS) and putative electron-transferring flavoprotein alpha subunit (etfL) genes, complete cds		Others	Xanthomonas campestris pv. campestris	Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
BGC0000775.1	BGC0000775.1	Legionella pneumophila serogroup 1 lipopolysaccharide biosynthesis gene cluster		Others	Legionella pneumophila	Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
BGC0000776.1	BGC0000776.1	Escherichia coli waa gene cluster encoding the LPS R1 core biosynthesis region		Others	Escherichia coli	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
BGC0000777.1	BGC0000777.1	Escherichia coli wbb gene cluster encoding O6 LPS side chain biosynthesis region		Others	Escherichia coli	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
BGC0000778.1	BGC0000778.1	Aeromonas hydrophila strain AH-3 HldD (hldD), WahA (wahA), WaaL (waaL), WahB (wahB), WahC (wahC), WahD (wahD), and WahE (wahE) genes, complete cds		Others	Aeromonas piscicola	Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
BGC0000779.1	BGC0000779.1	Aeromonas hydrophila strain AH-3 WaaA (waaA), WahF (wahF), WaaE (waaE), WaaF (waaF), and CoaD (coaD) genes, complete cds		Others	Aeromonas piscicola	Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
BGC0000780.1	BGC0000780.1	Vibrio parahaemolyticus DNA, O and K-antigen biosynthesis gene cluster, strain: NIID 242-200		Others	Vibrio parahaemolyticus	Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
BGC0000781.1	BGC0000781.1	Pseudomonas aeruginosa strain IATS O6 RpsA (rpsA) gene, partial cds; Ihf-Beta, Wzz (wzz), and Wzx (wzx) genes, complete cds; and wbp gene cluster for O-antigen biosynthesis, complete sequence		Others	Pseudomonas aeruginosa	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000782.1	BGC0000782.1	Burkholderia pseudomallei putative dihydroorotase (pyrC) gene, partial cds; putative 1-acyl-sn-glycerol-3-phosphate acyltransferase (plsC), putative diadenosine tetraphosphatase (apaH), complete cds; type II O-antigen biosynthesis gene cluster, complete sequence; putative undecaprenyl phosphate N-acetylglucosaminyltransferase, and putative UDP-glucose 4-epimerase genes, complete cds; and putative galactosyl transferase gene, partial cds		Others	Burkholderia pseudomallei 1026b	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei group
BGC0000783.1	BGC0000783.1	Xanthomonas oryzae pv. oryzae putative cystathionine gamma-lyase (metB) gene, partial cds; putative sugar nucleotide epimerase/dehydratase (wxoA), putative glycosyl transferase (wxoB), putative glycosyl transferase (wxoC), putative o-antigen acetylase (wxoD), putative ISXo8 transposase, putative IS1113 transposase (tnpX1), truncated putative transposase, putative ATP binding protein (wzt), and putative ABC transporter system integral membrane protein (wzm) genes, complete cds; and putative electron transferring flavoprotein alpha subunit (etfA) gene, partial cds		Others	Xanthomonas oryzae pv. oryzae	Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
BGC0000784.1	BGC0000784.1	Pseudomonas aeruginosa serotype 01 putative O-antigen biosynthesis gene cluster, partial sequence		Others	Pseudomonas aeruginosa	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000785.1	BGC0000785.1	Burkholderia mallei putative diadenosine tetraphosphatase (apaH), complete cds; O-antigen biosynthetic gene cluster, complete sequence; insertion sequence IS407, partial sequence		Others	Burkholderia mallei	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei group
BGC0000786.1	BGC0000786.1	Edwardsiella ictaluri isolate 93-146 O antigen biosynthesis gene cluster, partial sequence; and IS1-like insertion sequence, complete sequence		Others	Edwardsiella ictaluri 93-146	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Edwardsiella
BGC0000787.1	BGC0000787.1	Escherichia coli serotype O127:K63(B8) O-antigen biosynthesis gene cluster, complete sequence		Others	Escherichia coli	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
BGC0000788.1	BGC0000788.1	Salmonella enterica subsp. salamae serovar Greenside UDP-GlcNAc 4-epimerase (gne), UDP-glucose pyrophosporylase (galF), complete cds; O-antigen gene cluster, complete sequence; 6-phosphogluconate dehydrogenase (gnd), putative GDP-colitose biosynthetic protein (col1), putative GDP-colitose biosynthetic protein (col2), UDP-glucose-6-dehydrogenase (ugd), O-antigen chain length determinant (wzz), and phosphoribosyl-AMP cyclohydrolase (hisI) genes, complete cds		Others	Salmonella enterica subsp. salamae serovar Greenside	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
BGC0000789.1	BGC0000789.1	Escherichia coli O24 O antigen gene cluster, complete sequence		Others	Escherichia coli	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
BGC0000790.1	BGC0000790.1	Escherichia coli strain H515b O-antigen biosynthesis gene cluster, complete sequence		Others	Escherichia coli	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
BGC0000791.1	BGC0000791.1	Enterobacter sakazakii strain NCTC 11467 O-antigen gene cluster, complete sequence		Others	Cronobacter sakazakii	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter
BGC0000792.1	BGC0000792.1	Enterococcus faecalis strain OG1RF polysaccharide biosynthetic gene cluster, partial sequence		Others	Enterococcus faecalis OG1RF	Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus
BGC0000793.1	BGC0000793.1	Salmonella enterica subsp. arizonae core oligosaccharide biosynthetic gene cluster, complete sequence		Others	Salmonella enterica subsp. arizonae	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
BGC0000794.1	BGC0000794.1	Geobacillus stearothermophilus strain NRS 2004/3a surface layer glycoprotein SgsE precursor (sgsE) gene, complete cds; and S-layer glycan biosynthesis (slg) gene cluster, partial sequence		Others	Geobacillus stearothermophilus	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus
BGC0000795.1	BGC0000795.1	Aneurinibacillus thermoaerophilus strain L420-91T S-layer glycan biosynthesis gene cluster, complete sequence		Others	Aneurinibacillus thermoaerophilus	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Aneurinibacillus group,Aneurinibacillus
BGC0000797.1	BGC0000797.1	Sphingomonas S88 sphingan polysaccharide synthesis (spsG), (spsS), (spsR), glycosyl transferase (spsQ), (spsI), glycosyl transferase (spsK), glycosyl transferase (spsL), (spsJ), (spsF), (spsD), (spsC), (spsE), Urf 32, Urf 26, ATP-binding cassette transporter (atrD), ATP-binding cassette transporter (atrB), glucosyl-isoprenylphosphate transferase (spsB), glucose-1-phosphate thymidylyltransferase (rhsA), dTDP-6-deoxy-D-glucose -3,5-epimerase (rhsC) dTDP-D-glucose-4,6-dehydratase (rhsB), dTDP-6-deoxy-L-mannose-dehydrogenase (rhsD), Urf 31, and Urf 34 genes, complete cds		Others	Sphingomonas sp. S88	Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
BGC0000798.1	BGC0000798.1	Sorghum bicolor chromosome 1, whole genome shotgun sequence		Others	Sorghum bicolor	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliophyta,Liliopsida,Poales,Poaceae,PACMAD clade,Panicoideae,Andropogonodae,Andropogoneae,Sorghinae,Sorghum
BGC0000799.1	BGC0000799.1	Escherichia coli K-12 wca gene cluster		Others	Escherichia coli	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
BGC0000800.1	BGC0000800.1	Xanthomonas campestris GumA (gumA), GumB (gumB), GumC (gumC), GumD (gumD), GumE (gumE), GumF (gumF), GumG (gumG), GumH (gumH), GumI (gumI), GumJ (gumJ), GumK (gumK), GumL (gumL), and GumM (gumM) genes, complete cds		Others	Xanthomonas campestris	Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
BGC0000801.1	BGC0000801.1	R.meliloti exp gene cluster		Others	Sinorhizobium meliloti	Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium/Ensifer group,Sinorhizobium
BGC0000802.1	BGC0000802.1	Rhizobium meliloti 10.6kB DNA fragment from exoB to exsG gene		Others	Sinorhizobium meliloti	Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium/Ensifer group,Sinorhizobium
BGC0000803.1	BGC0000803.1	Lactobacillus rhamnosus strain GG exopolysaccharide gene cluster, complete sequence		Others	Lactobacillus rhamnosus GG	Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
BGC0000804.1	BGC0000804.1	Streptomyces coelicoflavus ZG0656 contig2060, whole genome shotgun sequence		Others	Streptomyces coelicoflavus ZG0656	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000805.1	BGC0000805.1	Streptomyces ghanaensis moe gene cluster 2, complete sequence; and putative permease gene, complete cds		Others	Streptomyces viridosporus ATCC 14672	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000806.1	BGC0000806.1	Glycomyces sp. NRRL B-16210 phosphonate biosynthetic gene cluster, partial sequence	other	Others	Glycomyces sp. NRRL B-16210	Bacteria,Actinobacteria,Glycomycetales,Glycomycetaceae,Glycomyces
BGC0000807.1	BGC0000807.1	Stackebrandtia nassauensis DSM 44728, complete genome	other	Others	Stackebrandtia nassauensis DSM 44728	Bacteria,Actinobacteria,Glycomycetales,Glycomycetaceae,Stackebrandtia
