BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
BGC0000407.1	BGC0000407.1	Bacillus subtilis subsp. subtilis putative efflux transporter (yoeA), putative epimerase (yoeX), penicillin-binding protein (dacC), plipastatin synthetase (ppsA), plipastatin synthetase (ppsB), plipastatin synthetase (ppsC), plipastatin synthetase (ppsD), plipastatin synthetase (ppsE), integral inner membrane protein (yngL), hypothetical protein (yngK), acyl-CoA dehydrogenase (yngJ), short-chain acyl-CoA synthetase (yngI), and acetyl-CoA carboxylase biotin carboxylase subunit (yngH) genes, complete cds	NRPS	NRPS	Bacillus subtilis subsp. subtilis	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
BGC0000408.1	BGC0000408.1	Paenibacillus polymyxa PmxA, PmxB, PmxC, PmxD, and PmxE genes, complete cds	NRPS	NRPS	Paenibacillus polymyxa	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
BGC0000409.1	BGC0000409.1	Streptomyces albus subsp. albus strain ATCC 39897 porothramycin biosynthetic gene cluster, complete sequence	NRPS	NRPS	Streptomyces albus subsp. albus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000410.1	BGC0000410.1	Pseudomonas fluorescens strain WCS374 siderophore pseudomonine biosynthesis and transport gene cluster, partial sequence	NRPS	NRPS	Pseudomonas fluorescens	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000411.1	BGC0000411.1	Pseudomonas putida strain PCL1445 putisolvin biosynthetic gene cluster, complete sequence	NRPS	NRPS	Pseudomonas putida	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000412.1	BGC0000412.1	Pseudomonas aeruginosa dihydroaeruginoic acid synthetase (pchE), pyochelin synthetase (pchF), reductase (pchG), ABC transporter (pchH), and ABC transporter (pchI) genes, complete cds	NRPS	NRPS	Pseudomonas aeruginosa PAO1	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000413.1	BGC0000413.1	Pseudomonas protegens Pf-5, complete genome	NRPS	NRPS	Pseudomonas protegens Pf-5	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000414.1	BGC0000414.1	Streptomyces melanovinaceus DNA, quinocarcin gene cluster, strain: DO-52	NRPS	NRPS	Streptomyces melanovinaceus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000415.1	BGC0000415.1	Streptomyces griseovariabilis subsp. bandungensis strain 2507 quinomycin biosynthetic gene cluster, partial sequence	NRPS	NRPS	Streptomyces griseovariabilis subsp. bandungensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000416.1	BGC0000416.1	Xenorhabdus nematophila ATCC 19061 chromosome, complete genome	NRPS	NRPS	Xenorhabdus nematophila ATCC 19061	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus
BGC0000417.1	BGC0000417.1	Rhodococcus jostii RHA1, complete genome	NRPS	NRPS	Rhodococcus jostii RHA1	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
BGC0000418.1	BGC0000418.1	Amycolatopsis lurida strain NRRL2430 ristocetin biosynthetic gene cluster, complete sequence	NRPS.T3PKS	PKS-NRP_Hybrids	Amycolatopsis lurida	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
BGC0000419.1	BGC0000419.1	Amycolatopsis japonica strain MG417-CF17, complete genome	NRPS.T3PKS	PKS-NRP_Hybrids	Amycolatopsis japonica	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
BGC0000420.1	BGC0000420.1	Penicillium chrysogenum Wisconsin 54-1255 complete genome, contig Pc00c21	indole.NRPS	Others	Penicillium rubens Wisconsin 54-1255	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium chrysogenum species complex
BGC0000421.1	BGC0000421.1	Pseudomonas fluorescens safracin biosynthesis gene cluster, complete sequence	NRPS	NRPS	Pseudomonas fluorescens	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000422.1	BGC0000422.1	Streptomyces lavendulae strain NRRL 11002 tyrosinase, tyrosinase co-factor, putative translation initiation inhibitor, putative transcriptional regulator, hypothetical protein, putative methyltransferase, hypothetical protein, and glyoxalase/bleomycin resistance protein/dioxygenase genes, complete cds; and saframycin A biosynthetic gene cluster, complete sequence	NRPS.melanin	Others	Streptomyces lavendulae	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000423.1	BGC0000423.1	Streptomyces scabiei 87.22 complete genome	NRPS	NRPS	Streptomyces scabiei 87.22	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000424.1	BGC0000424.1	Herbaspirillum seropedicae SmR1, complete genome	NRPS	NRPS	Herbaspirillum seropedicae SmR1	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum
BGC0000425.1	BGC0000425.1	Pseudomonas sp. CMR12a outer membrane efflux protein (nodT), LuxR family transcriptional regulator, and cyclic peptide transporter (syrD) genes, complete cds; sessilin biosynthesis gene cluster, complete sequence; and macrolide-specific efflux protein (macA), macrolide export ATP-binding/permease protein MacB (macB), and diaminobutyrate-2-oxoglutarate aminotransferase genes, complete cds	NRPS	NRPS	Pseudomonas sp. CMR12a	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000426.1	BGC0000426.1	Paenibacillus larvae strain DSM 25430 SevA (sevA) and SevB (sevB) genes, complete cds	NRPS	NRPS	Paenibacillus larvae	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
BGC0000427.1	BGC0000427.1	Anabaena variabilis ATCC 29413, complete genome	NRPS-like	NRPS	Trichormus variabilis ATCC 29413	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Trichormus
BGC0000428.1	BGC0000428.1	Streptosporangium sibiricum strain DSM 44039 sibiromycin biosynthesis gene cluster, complete sequence	NRPS	NRPS	Streptosporangium sibiricum	Bacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Streptosporangium
BGC0000429.1	BGC0000429.1	Streptomyces sp. Acta 2897 skyllamycin biosynthetic gene cluster, complete sequence	arylpolyene.ladderane.NRPS	Others	Streptomyces sp. Acta 2897	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000430.1	BGC0000430.1	Nodularia spumigena CCY9414 genome	NRPS	NRPS	Nodularia spumigena CCY9414	Bacteria,Cyanobacteria,Nostocales,Aphanizomenonaceae,Nodularia
BGC0000431.1	BGC0000431.1	Streptomyces roseosporus NRRL 15998 supercont3.1 genomic scaffold, whole genome shotgun sequence	NRPS	NRPS	Streptomyces filamentosus NRRL 15998	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000432.1	BGC0000432.1	Streptomyces rochei genomic DNA, streptothricin biosynthetic gene cluster, strain: NBRC 12908	NRPS	NRPS	Streptomyces rochei	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000433.1	BGC0000433.1	Bacillus amyloliquefaciens yciC gene, yx01 gene, yckc gene, yckD gene, yckE gene, nin gene, nuc gene, hxlB gene, hxlA gene, hxlR gene, xy02 gene, srfAA gene, srfAB gene, comS gene, srfAC gene, srfAD gene, aat gene, ycxc gene, ycxD gene, sfp gene, yczE gene, yckI gene and yckJ gene	NRPS	NRPS	Bacillus velezensis FZB42	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus amyloliquefaciens group
BGC0000434.1	BGC0000434.1	Streptomyces sp. SNA15896 DNA, SW-163 biosynthetic gene cluster (orf7, orf8, orf1, orf2, orf3, orf4, orf5, swb1, swb2, swb3, swb4, swb5, swb6, swb7, swb8, swb9, swb10, swb11, swb12, swb13, swb14, swb15, swb16, swb17, swb18, swb19, swb20, orf6), complete cds	NRPS	NRPS	Streptomyces sp. SNA15896	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000435.1	BGC0000435.1	Pseudomonas syringae pv. tomato str. DC3000, complete genome	NRPS	NRPS	Pseudomonas syringae pv. tomato str. DC3000	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000436.1	BGC0000436.1	Rhizobium sp. AP16 PMI03_contig82.82, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Rhizobium sp. AP16	Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Rhizobium
BGC0000437.1	BGC0000437.1	Pseudomonas syringae pv. syringae B728a, complete genome	NRPS	NRPS	Pseudomonas syringae pv. syringae B728a	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas syringae
BGC0000438.1	BGC0000438.1	Pseudomonas syringae pv. syringae syringopeptin synthetase (sypA), syringopeptin synthetase B (sypB), and syringopeptin synthetase C (sypC) genes, complete cds	NRPS	NRPS	Pseudomonas syringae pv. syringae	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas syringae
BGC0000439.1	BGC0000439.1	Saccharomonospora sp. CNQ490 putative sugar kinase and gluconolaconase genes, complete cds; taromycin gene cluster, complete sequence; and O-methyltransferase, methoxymalonate biosynthesis protein, acyl-CoA dehydrogenase, acyl carrier protein, 3-hydroxyacyl-CoA dehydrogenase, hypothetical protein, and enoyl-CoA hydratase genes, complete cds	NRPS	NRPS	Saccharomonospora sp. CNQ490	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharomonospora
BGC0000440.1	BGC0000440.1	Actinoplanes teichomyceticus gene cluster for biosynthesis of glycopeptide antibiotic teicoplanin	NRPS.T3PKS	PKS-NRP_Hybrids	Actinoplanes teichomyceticus	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
BGC0000441.1	BGC0000441.1	Actinoplanes teichomyceticus teicoplanin gene cluster	NRPS.T3PKS	PKS-NRP_Hybrids	Actinoplanes teichomyceticus	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
BGC0000442.1	BGC0000442.1	TPA_asm: Aspergillus nidulans FGSC A4 chromosome V	NRPS-like.indole	Others	Aspergillus nidulans FGSC A4	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000443.1	BGC0000443.1	Pseudomonas sp. SHC52 hypothetical protein, HlyD family secretion protein, AraC family transcriptional regulator, putative aspartyl b-hydroxylase, putative MFS transporter, and putative transcription factor genes, complete cds; and thanamycin gene clusters, partial sequence	NRPS	NRPS	Pseudomonas sp. SHC52	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000444.1	BGC0000444.1	Streptomyces turgidiscabies pathogenicity island putative transposase gene, complete cds; fas operon, complete sequence; and putative methyltransferases, putative transmembrane transport protein, hypothetical protein (fas6), putative transposase, nitric oxide synthase (nos), and putative cytochrome P450 genes, putative transposase pseudogenes, putative araC family regulatory protein gene, putative transposase pseudogene, thaxtomin synthetase A (txtA), thaxtomin synthetase B (txtB), and cytochrome P450 (txtC) genes, complete cds	NRPS	NRPS	Streptomyces turgidiscabies Car8	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000445.1	BGC0000445.1	Micromonospora sp. ML1 thiocoraline gene cluster	NRPS	NRPS	Micromonospora sp. ML1	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora
BGC0000446.1	BGC0000446.1	Klebsiella oxytoca tilivalline biosynthetic gene cluster, strain AHC-6	NRPS	NRPS	Klebsiella oxytoca	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella
BGC0000447.1	BGC0000447.1	Pseudomonas costantinii tolaasin biosynthesis locus, strain DSM 16734	NRPS	NRPS	Pseudomonas costantinii	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000448.1	BGC0000448.1	Streptomyces achromogenes tomaymycin biosynthetic gene cluster, complete sequence	NRPS	NRPS	Streptomyces achromogenes	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000449.1	BGC0000449.1	Paenibacillus terrae strain NRRL B-30644 tridecaptin biosynthetic gene cluster, complete sequence	NRPS	NRPS	Paenibacillus terrae	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
BGC0000450.1	BGC0000450.1	Streptomyces triostinicus triostin A biosynthetic gene cluster, complete sequence	NRPS	NRPS	Streptomyces triostinicus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000452.1	BGC0000452.1	Brevibacillus brevis NBRC 100599 DNA, complete genome	NRPS	NRPS	Brevibacillus brevis NBRC 100599	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus
BGC0000453.1	BGC0000453.1	Streptomyces tsusimaensis strain ATCC 15141 putative conserved protein gene, partial cds; putative conserved protein, TetR-family regulatory protein, N5,N10-methylenetetrahydromethanopterin reductase, penicillin-binding protein, putative conserved protein, 7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase, putative conserved proteins, necrosis inducing factor, conserved membrane-associated protein, transcriptional regulator, putative conserved protein, and discrete type II thioesterase genes, complete cds; valinomycin biosynthesis gene cluster, complete sequence; putative transposase gene, complete cds; and unknown gene	NRPS	NRPS	Streptomyces tsusimaensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000454.1	BGC0000454.1	Listonella anguillarum serovar O2, genes for biosynthesis and transport of siderophore vanchrobactin, isolate RV22	NRPS	NRPS	Vibrio anguillarum RV22	Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
BGC0000455.1	BGC0000455.1	Amycolatopsis orientalis vancomycin biosynthetic gene cluster, complete sequence	NRPS.T3PKS	PKS-NRP_Hybrids	Amycolatopsis orientalis HCCB10007	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
BGC0000457.1	BGC0000457.1	Rhizobium etli CFN 42 plasmid p42f, complete sequence	NRPS	NRPS	Rhizobium etli CFN 42	Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Rhizobium
BGC0000458.1	BGC0000458.1	Streptomyces vinaceus strain ATCC 11861 viomycin biosynthetic gene cluster, complete sequence	NRPS	NRPS	Streptomyces vinaceus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000459.1	BGC0000459.1	Streptomyces griseoviridis culture-collection NRRL:2427 griseoviridin and viridogrisein Sgv gene cluster, complete sequence	butyrolactone.NRPS	Others	Streptomyces griseoviridis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000460.1	BGC0000460.1	Vibrio vulnificus CMCP6 chromosome II, complete sequence	NRPS	NRPS	Vibrio vulnificus CMCP6	Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
BGC0000461.1	BGC0000461.1	Lysobacter enzymogenes strain OH11 WAPS biosynthetic gene cluster, complete sequence	NRPS	NRPS	Lysobacter enzymogenes	Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter
BGC0000463.1	BGC0000463.1	Pseudomonas putida strain BW11M1 DJ-1/PfpI family protein, cytosine deaminase, hybrid histidine kinase/response regulator, and tetratricopeptide repeat protein genes, complete cds; xantholysin production second gene cluster, complete sequence; extracellular solute-binding protein, hypothetical protein, diguanylate cyclase/phosphodiesterase, hypothetical protein, aminotransferase, hypothetical protein, NrnS family protein, and site-specific recombinase genes, complete cds; and diguanlyate cyclase gene, partial cds	NRPS	NRPS	Pseudomonas putida	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000464.1	BGC0000464.1	Xenorhabdus doucetiae str. FRM16 chromosome, complete genome	NRPS	NRPS	Xenorhabdus doucetiae	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus
BGC0000465.1	BGC0000465.1	Xenorhabdus nematophila ATCC 19061 chromosome, complete genome	NRPS	NRPS	Xenorhabdus nematophila ATCC 19061	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus
BGC0000467.1	BGC0000467.1	Y.enterocolitica irp1, irp3, irp4 and irp5 genes	T1PKS.NRPS	PKS-NRP_Hybrids	Yersinia enterocolitica	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia
BGC0000712.1	BGC0000712.1	Streptomyces rimosus subsp. paromomycinus genomic region of the paromomycin biosynthesis gene cluster, strain NRRL 2455	amglyccycl.NRPS-like	Others	Streptomyces rimosus subsp. paromomycinus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000727.1	BGC0000727.1	Streptomyces aureofaciens strain CCM3239 auricin deoxysugar tailoring biosynthetic gene cluster, complete sequence	NRPS-like	NRPS	Streptomyces aureofaciens	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000816.1	BGC0000816.1	Malbranchea aurantiaca strain RRC1813 malbrancheamide biosynthetic gene cluster, partial sequence	indole.NRPS	Others	Malbranchea aurantiaca	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Onygenales incertae sedis,Malbranchea
BGC0000818.1	BGC0000818.1	UNVERIFIED: Aspergillus versicolor strain NRRL35600 +notoamide biosynthetic gene cluster, partial sequence	indole.NRPS	Others	Aspergillus versicolor	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000819.1	BGC0000819.1	Penicillium fellutanum strain ATCC 20841 paraherquamide biosynthetic gene cluster, partial sequence	indole.NRPS	Others	Penicillium fellutanum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0000871.1	BGC0000871.1	Myxococcus xanthus DK 1622, complete genome	NRPS-like	NRPS	Myxococcus xanthus DK 1622	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Myxococcaceae,Myxococcus
BGC0000876.1	BGC0000876.1	Streptomyces tendae nikkomycin biosynthetic gene cluster (nikP1, nikP2, nikQ, nikR, nikS, nikT, nikU, nikV genes), strain Tue901	NRPS-like	NRPS	Streptomyces tendae	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000893.1	BGC0000893.1	Streptomyces venezuelae ATCC 10712 complete genome	NRPS-like	NRPS	Streptomyces venezuelae ATCC 10712	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000900.1	BGC0000900.1	Ferrichrome biosynthetic gene cluster of koji mold	NRPS	NRPS	Aspergillus oryzae	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000901.1	BGC0000901.1	Ferrichrome Biosynthetic Gene Cluster of Black Koji-mold	NRPS	NRPS	Aspergillus niger	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000921.1	BGC0000921.1	Pseudomonas putida lipoprotein gene, partial cds; OmpA/MotB domain protein, GntR family transcriptional regulator, hypothetical proteins, and lipid-binding START domain-containing protein genes, complete cds; promysalin biosynthetic gene cluster, complete sequence; type II citrate synthase (gltA), succinate dehydrogenase cytochrome b556 subunit (sdhC), succinate dehydrogenase hydrophobic membrane anchor protein (sdhD), succinate dehydrogenase flavoprotein subunit (sdhA), succinate dehydrogenase iron-sulfur subunit (sdhB), 2-oxoglutarate dehydrogenase E1 subunit (sucA), and 2-oxoglutarate dehydrogenase E2 subunit (sucB) genes, complete cds; and dihydrolipoamide dehydrogenase (lpdG) gene, partial cds	NRPS-like	NRPS	Pseudomonas putida	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000949.1	BGC0000949.1	Streptomyces griseus A-500359s biosynthetic gene cluster, complete cds, strain: SANK60196	NRPS.blactam	Others	Streptomyces griseus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000950.1	BGC0000950.1	Streptomyces sp. DSM 5940 napsamycin biosynthetic gene cluster, complete sequence	NRPS	NRPS	Streptomyces sp. DSM 5940	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000951.1	BGC0000951.1	Streptomyces coeruleorubidus strain NRRL 18370 pacidamycin biosynthetic gene cluster, complete sequence	NRPS	NRPS	Streptomyces coeruleorubidus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000953.1	BGC0000953.1	Streptomyces vinaceusdrappus strain NRRL 2363 amicetin biosynthetic gene cluster, complete sequence	NRPS-like	NRPS	Streptomyces vinaceusdrappus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000954.1	BGC0000954.1	Chondromyces crocatus ajudazol biosynthesis gene cluster, strain Cmc5	T1PKS.NRPS	PKS-NRP_Hybrids	Chondromyces crocatus	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Chondromyces
BGC0000955.1	BGC0000955.1	Myxococcus xanthus althiomycin biosynthetic gene cluster (almEDCABF genes), strain DK897	T1PKS.NRPS	PKS-NRP_Hybrids	Myxococcus xanthus	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Myxococcaceae,Myxococcus
BGC0000956.1	BGC0000956.1	Pantoea agglomerans andrimid biosynthetic gene cluster, complete sequence	NRPS.arylpolyene	Others	Pantoea agglomerans	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea agglomerans group
BGC0000957.1	BGC0000957.1	Streptomyces sp. XZQH13 ansatrienin biosynthetic gene cluster, partial sequence	NRPS-like.T1PKS	PKS-NRP_Hybrids	Streptomyces sp. XZQH13	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000958.1	BGC0000958.1	Streptomyces sp. S4, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces sp. S4	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000959.1	BGC0000959.1	TPA_asm: Aspergillus nidulans FGSC A4 chromosome V	T1PKS.NRPS	PKS-NRP_Hybrids	Aspergillus nidulans FGSC A4	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000960.1	BGC0000960.1	Streptomyces sahachiroi azinomycin B gene cluster, partial sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces sahachiroi	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000961.1	BGC0000961.1	Burkholderia thailandensis E264 chromosome II, complete sequence	hserlactone.T1PKS.NRPS	Others	Burkholderia thailandensis E264	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei group
BGC0000962.1	BGC0000962.1	Lyngbya majuscula barbamide biosynthesis gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Lyngbya majuscula	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Oscillatoriaceae,Lyngbya
BGC0000963.1	BGC0000963.1	Streptomyces verticillus bleomycin biosynthetic gene cluster, complete cds	T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces verticillus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000964.1	BGC0000964.1	Burkholderia thailandensis E264 chromosome I, complete sequence	NRPS	NRPS	Burkholderia thailandensis E264	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei group
BGC0000965.1	BGC0000965.1	Streptomyces globisporus enediyne antitumor antibiotic C-1027 biosynthetic gene cluster, complete sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces globisporus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000966.1	BGC0000966.1	Actinoalloteichus sp. WH1-2216-6 putative formate acetyltransferase gene, partial cds; 50S ribosomal protein and ubiquinone/menaquinone biosynthesis melthyltransgerase genes, complete cds; caerulomycin A biosynthetic gene cluster, complete sequence; and F420-dependent NADP oxidoreductase coenzyme gene, partial cds	T1PKS.NRPS	PKS-NRP_Hybrids	Actinoalloteichus sp. WH1-2216-6	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinoalloteichus
BGC0000967.1	BGC0000967.1	Uncultured Candidatus Entotheonella sp. calY, calX, calW, calV, calU, calT, calS, calR, calQ, calP, calO, calN, calM, calL, calK, calJ, calA, calB, calC, calD, calE, calF, calG, calH, calI genes, complete cds	transAT-PKS.PKS-like.transAT-PKS-like.NRPS	PKS-NRP_Hybrids	uncultured Candidatus Entotheonella sp.	Bacteria,Nitrospinae/Tectomicrobia group,Candidatus Tectomicrobia,Candidatus Entotheonella,environmental samples
BGC0000968.1	BGC0000968.1	Penicillium expansum chaetoglobosin biosynthetic gene cluster	T1PKS.NRPS	PKS-NRP_Hybrids	Penicillium expansum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0000969.1	BGC0000969.1	Chondromyces crocatus chondramide biosynthetic gene cluster, strain Cmc5	T1PKS.NRPS	PKS-NRP_Hybrids	Chondromyces crocatus	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Chondromyces
BGC0000970.1	BGC0000970.1	Chondromyces crocatus chondrochloren biosynthesis gene cluster, strain Cmc5	NRPS-like.T1PKS.NRPS	PKS-NRP_Hybrids	Chondromyces crocatus	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Chondromyces
BGC0000971.1	BGC0000971.1	Streptomyces sp. JS360 cinnabaramide biosynthetic gene cluster	T1PKS.NRPS.transAT-PKS-like	PKS-NRP_Hybrids	Streptomyces cinnabarigriseus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
