BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
BGC0000110.1	BGC0000110.1	Streptomyces orinoci neoaureothin biosynthetic gene cluster	T1PKS	PKSI	Streptomyces orinoci	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000111.1	BGC0000111.1	Streptomyces carzinostaticus DNA, biosynthetic gene cluster for antitumor antibiotic Neocarzilin, complete and partial cds	T1PKS	PKSI	Streptomyces carzinostaticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000112.1	BGC0000112.1	Streptomyces carzinostaticus subsp. neocarzinostaticus neocarzinostatin biosynthetic locus, complete sequence	butyrolactone.T1PKS	Others	Streptomyces carzinostaticus subsp. neocarzinostaticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000113.1	BGC0000113.1	Streptomyces caelestis cytochrome P-450 hydroxylase homolog (nidi) gene, partial cds; polyketide synthase modules 1 through 7 (nidA) genes, complete cds; and N-methyltransferase homolog gene, partial cds	T1PKS	PKSI	Streptomyces caelestis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000114.1	BGC0000114.1	Streptomyces violaceusniger strain DSM 4137 polyether nigericin biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Streptomyces violaceusniger	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000115.1	BGC0000115.1	Streptomyces noursei ATCC 11455 nystatin biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Streptomyces noursei ATCC 11455	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000116.1	BGC0000116.1	Pseudonocardia autotrophica strain KCTC9441 polyene biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Pseudonocardia autotrophica	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia
BGC0000117.1	BGC0000117.1	Streptomyces avermitilis oligomycin biosynthetic gene cluster	T1PKS	PKSI	Streptomyces avermitilis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000118.1	BGC0000118.1	Streptomyces pactum pactamycin biosynthetic gene cluster, partial and complete cds, strain: NBRC 13433	T1PKS.arylpolyene.PKS-like	Others	Streptomyces pactum	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000119.1	BGC0000119.1	Streptomyces pactum strain ATCC 27456 pactamycin biosynthetic gene cluster, partial sequence	T1PKS.arylpolyene.PKS-like	Others	Streptomyces pactum	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000120.1	BGC0000120.1	Penicillium expansum strain NRRL 35695 patulin biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Penicillium expansum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0000121.1	BGC0000121.1	Pestalotiopsis fici strain CGMCC3.15140 pestheic acid biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Pestalotiopsis fici	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Sporocadaceae,Pestalotiopsis
BGC0000123.1	BGC0000123.1	Streptomyces sp. HK803 PlmR5 (plmR5), PlmR4 (plmR4), PlmR3 (plmR3), PlmR2 (plmR2), Plm8 (plm8), Plm4 (plm4), Plm5 (plm5), Plm6 (plm6), Plm7 (plm7), PlmT8 (plmT8), PlmT7 (plmT7), PlmT6 (plmT6), PlmT5 (plmT5), PlmT4 (plmT4), PlmT3 (plmT3), PlmT2 (plmT2), PlmT1 (plmT1), Plm1 (plm1), Plm2-3 (plm2-3), PlmJK (plmJK), PlmL (plmL), ChcA (chcA), PlmM (plmM), PlmR1 (plmR1), PlmI (plmI), PlmS2 (plmS2), PlmS3 (plmS3), and PlmS4 (plmS4) genes, complete cds	T1PKS	PKSI	Streptomyces sp. HK803	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000124.1	BGC0000124.1	Streptomyces piomogenus piericidin A1 gene cluster, partial sequence	T1PKS	PKSI	Streptomyces piomogenus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000126.1	BGC0000126.1	Streptomyces platensis pldAI, pldAII, pldAIII, pldAIV, pldB, pldC, pldD, pldR gene cluster, complete cds, strain: Mer-11107	T1PKS	PKSI	Streptomyces platensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000127.1	BGC0000127.1	Pseudomonas fluorescens strain Pf-5 pyoluteorin biosynthetic gene cluster, partial sequence	T1PKS	PKSI	Pseudomonas protegens Pf-5	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000128.1	BGC0000128.1	Pseudomonas sp. M18 pyoluteorin biosynthetic and ABC transporter gene cluster, partial sequence	T1PKS	PKSI	Pseudomonas sp. M18	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000129.1	BGC0000129.1	Aspergillus fumigatus Af293 chromosome 6, whole genome shotgun sequence	T1PKS	PKSI	Aspergillus fumigatus Af293	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000130.1	BGC0000130.1	Streptomyces vitaminophilus ATCC 31673 pyrrolomycin biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Streptomyces vitaminophilus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000132.1	BGC0000132.1	Streptomyces sp. UC 11065 pyrrolomycin biosynthetic gene cluster, partial sequence	T1PKS	PKSI	Streptomyces sp. UC 11065	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000133.1	BGC0000133.1	Amycolatopsis orientalis quartromicin biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Amycolatopsis orientalis	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
BGC0000134.1	BGC0000134.1	Pochonia chlamydosporia strain ATCC 16683 radicicol gene cluster, partial sequence	T1PKS	PKSI	Pochonia chlamydosporia	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Pochonia
BGC0000135.1	BGC0000135.1	Streptomyces sp. SN-593 DNA, reveromycin biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Streptomyces sp. SN-593	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000140.1	BGC0000140.1	Streptomyces sp. 88-682 putative dipeptidyl aminopeptidase gene, complete cds; tetronate RK-682 biosynthetic gene cluster, complete sequence; and putative beta-lactamase domain-containing protein gene, complete cds	T1PKS	PKSI	Streptomyces sp. 88-682	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000141.1	BGC0000141.1	Streptomyces achromogenes subsp. rubradiris complete rubradirin gene cluster, strain NRRL 3061	NRPS-like.T1PKS.NRPS.aminocoumarin	Others	Streptomyces achromogenes subsp. rubradiris	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000142.1	BGC0000142.1	Salinispora tropica CNB-440, complete genome	T1PKS	PKSI	Salinispora tropica CNB-440	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora
BGC0000143.1	BGC0000143.1	Streptomyces albus strain CCM4719 salinomycin biosynthetic gene cluster, partial sequence	T1PKS	PKSI	Streptomyces albus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000144.1	BGC0000144.1	Streptomyces albus strain XM211 polyether ionophore salinomycin biosynthetic gene cluster, complete sequence and flanking region	butyrolactone.T1PKS.NRPS	Others	Streptomyces albus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000146.1	BGC0000146.1	Alternaria solani solanapyrone biosynthetic gene cluster (sol6, sol5, sol4, sol3, sol2, sol1), complete cds	T1PKS	PKSI	Alternaria solani	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria
BGC0000147.1	BGC0000147.1	Sorangium cellulosum acyl-CoA dehydrogenase (sorE), beta-hydroxybutyryl-CoA dehydrogenase (sorD), putative methoxymalonyl-CoA synthase (sorC), reductase (sorR), soraphen polyketide synthase A (sorA), soraphen polyketide synthase B (sorB), O-methyltransferase (sorM), beta-mannanase, and xylanse-arabinofuranosidase bifunctional enzyme genes, complete cds; and unknown genes	T1PKS	PKSI	Sorangium cellulosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0000148.1	BGC0000148.1	Saccharopolyspora spinosa probable lysR-type transcriptional regulator, probable keto acyl reductase, spinosad biosynthetic gene cluster, complete sequence, and probable exodeoxyribonuclease V genes, complete cds; and unknown gene	T1PKS	PKSI	Saccharopolyspora spinosa	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora
BGC0000149.1	BGC0000149.1	Polyangium cellulosum spirangien biosynthetic gene cluster, strain So ce90	T1PKS	PKSI	Sorangium cellulosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0000151.1	BGC0000151.1	Streptomyces ambofaciens ATCC 23877 right chromosomal arm	T1PKS	PKSI	Streptomyces ambofaciens ATCC 23877	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000152.1	BGC0000152.1	Emericella nidulans sterigmatocystin biosynthetic gene cluster: (stcA), (stcB), (stcC), (stcE), (aflR), (stcF), (stcI), (stcJ), (stcK), (stcL), (stcO), (stcQ), (stcS), (stcT), (stcU), (stcV) and (stcW) genes, complete cds	T1PKS	PKSI	Aspergillus nidulans	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000153.1	BGC0000153.1	Stigmatella aurantiaca ORF8, ORF7, ORF6, ORF5, ORF4, ORF3, ORF2, ORF1, stiA gene, stiB gene, stiC gene, stiD gene, stiE gene, stiF gene, stiG gene, stiH gene, stiJ gene, stiK gene, stiL gene and ORF9	T1PKS	PKSI	Stigmatella aurantiaca Sg a15	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Stigmatella
BGC0000154.1	BGC0000154.1	Talaromyces stipitatus ATCC 10500 scf_1105507295555 genomic scaffold, whole genome shotgun sequence	T1PKS	PKSI	Talaromyces stipitatus ATCC 10500	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Trichocomaceae,Talaromyces
BGC0000156.1	BGC0000156.1	Aspergillus niger strain ATCC 1015 TAN-1612 biosynthetic gene cluster, partial sequence	T1PKS	PKSI	Aspergillus niger	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000157.1	BGC0000157.1	Streptomyces sp. CK4412 tautomycetin biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Streptomyces sp. CK4412	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000158.1	BGC0000158.1	Streptomyces griseochromogenes tautomycetin biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Streptomyces griseochromogenes	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000159.1	BGC0000159.1	Streptomyces spiroverticillatus conserved hypothetical protein, hypothetical proteins, putative dehydrogenase, putative MOSC ferredoxin--oxidoreductase, and hypothetical protein genes, complete cds; tautomycin gene cluster, complete sequence; and hypothetical protein genes, complete cds	T1PKS	PKSI	Streptomyces spiroverticillatus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000160.1	BGC0000160.1	Aspergillus terreus NIH2624 scaffold_9 genomic scaffold, whole genome shotgun sequence	T1PKS	PKSI	Aspergillus terreus NIH2624	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000161.1	BGC0000161.1	Aspergillus terreus NIH2624 scaffold_1 genomic scaffold, whole genome shotgun sequence	T1PKS	PKSI	Aspergillus terreus NIH2624	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000162.1	BGC0000162.1	Micromonospora chalcea tetrocarcin A gene cluster, complete sequence	T1PKS	PKSI	Micromonospora chalcea	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora
BGC0000163.1	BGC0000163.1	Streptomyces longisporoflavus strain NCIMB 11426 putative ABC transporter permease protein gene, partial cds; putative ABC transporter permease protein, conserved hypothetical protein, putative sugar kinase, zinc-binding dehydrogenase, integral membrane sugar transport protein, putative ABC transporter permease protein, putative multiple sugar ABC transporter solute-binding protein, DeoR family transcriptional regulator, putative secreted protein, hypothetical protein, 6-phosphogluconate 1-dehydrogenase, conserved hypothetical protein, periplasmic beta-glucosidase, hypothetical proteins, putative phosphoesterase, and hypothetical protein genes, complete cds; and tetronasin biosynthesis gene cluster, complete sequence	T1PKS	PKSI	Streptomyces longisporoflavus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000164.1	BGC0000164.1	Streptomyces sp. NRRL 11266 tetronomycin biosynthetic gene cluster, partial and complete cds	T1PKS	PKSI	Streptomyces sp. NRRL 11266	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000166.1	BGC0000166.1	Streptomyces fradiae tylactone synthase, starter module and modules 1-7, (tylG) gene, complete cds	T1PKS	PKSI	Streptomyces fradiae	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000167.1	BGC0000167.1	Streptomyces halstedii vicenistatin biosynthetic gene cluster (vinR1, vinA, vinB, vinC, vinP2, vinP3, vinP4, vinG, vinF, vinD, vinE, vinH, vinI, vinJ, vinK, vinL, vinM, vinN, vinO, vinP1), partial and complete cds	T1PKS	PKSI	Streptomyces halstedii	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000168.1	BGC0000168.1	Penicillium aethiopicum strain IBT 5753 viridicatumtoxin biosynthetic gene cluster, complete sequence; and unknown genes	T1PKS.indole	Others	Penicillium aethiopicum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0000170.1	BGC0000170.1	Aspergillus niger ATCC 1015, whole genome shotgun sequence	T1PKS	PKSI	Aspergillus niger ATCC 1015	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000682.1	BGC0000682.1	Aspergillus terreus NIH2624 scaffold_16 genomic scaffold, whole genome shotgun sequence	T1PKS	PKSI	Aspergillus terreus NIH2624	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000684.1	BGC0000684.1	TPA_asm: Aspergillus nidulans FGSC A4 chromosome I	T1PKS	PKSI	Aspergillus nidulans FGSC A4	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000864.1	BGC0000864.1	Moritella marina genes, complete cds, similar to eicosapentaenoic acid synthesis gene cluster	T1PKS.hglE-KS.PUFA	Others	Moritella marina ATCC 15381	Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Moritellaceae,Moritella
BGC0000935.1	BGC0000935.1	Streptomyces antibioticus strain Tu 2706 plasmid esmeraldin biosynthetic gene cluster, complete sequence	phenazine.T1PKS.PKS-like	Others	Streptomyces antibioticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000961.1	BGC0000961.1	Burkholderia thailandensis E264 chromosome II, complete sequence	hserlactone.T1PKS.NRPS	Others	Burkholderia thailandensis E264	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei group
BGC0000977.1	BGC0000977.1	Aspergillus oryzae cpaT, cpaM, cpaH, cpaO, cpaD, cpaA, cpaR genes for putative MFS multidrug transporter, hypothetical protein, cytochrome P450, FAD-dependent oxidoreductase, dimethylallyltryptophan synthase, PKS-NRPS hybrid, putative C6 transcription factor, complete cds	T1PKS.NRPS.indole	Others	Aspergillus oryzae	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000986.1	BGC0000986.1	TPA_exp: Stigmatella aurantiaca DW4/3-1 Dkxanthene biosynthetic gene cluster	T1PKS.NRPS.bacteriocin	Others	Stigmatella aurantiaca DW4/3-1	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Stigmatella
BGC0000992.1	BGC0000992.1	Fusarium heterosporum strain ATCC 74349 fusaridione A gene cluster, complete sequence	T1PKS.NRPS.indole	Others	Fusarium heterosporum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium
BGC0001004.1	BGC0001004.1	Streptomyces sp. SCSIO 01127 macrolide glycosyltransferase and conserved hypothetical protein genes, complete cds; lobophorin biosynthetic gene cluster, complete sequence; and acetyltransferase and transposase genes, complete cds	T1PKS.oligosaccharide	Others	Streptomyces sp. SCSIO 01127	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001035.1	BGC0001035.1	Glarea lozoyensis ATCC 20868 chromosome Unknown GLAREA13, whole genome shotgun sequence	betalactone.T1PKS.NRPS	Others	Glarea lozoyensis ATCC 20868	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Helotiales,Helotiaceae,Glarea
BGC0001038.1	BGC0001038.1	Nonomuraea spiralis strain IMC A-0156 pyralomicin biosynthetic gene cluster, complete sequence	amglyccycl.T1PKS	Others	Nonomuraea spiralis	Bacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Nonomuraea
BGC0001046.1	BGC0001046.1	Streptomyces lydicus streptolydigin biosynthesis gene cluster, strain NRRL 2433	T1PKS.NRPS.terpene	Others	Streptomyces lydicus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001056.1	BGC0001056.1	Serratia plymuthica zeamine operon, strain RVH1	T1PKS.NRPS.hglE-KS.PUFA	Others	Serratia plymuthica RVH1	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia
BGC0001060.1	BGC0001060.1	Micromonospora chersina strain M956-1 hypothetical protein, NTP pyrophosphohydrolase, and hypothetical proteins genes, complete cds; 5S ribosomal RNA gene, internal transcribed spacer 1, 23S ribosomal RNA gene, internal transcribed spacer 2, and 16S ribosomal RNA gene, complete sequence; GntT-like protein, TobX-like protein, unkown protein, hypothetical protein, putative tryptophanyl-tRNA synthetase, putative class Ic arginyl-tRNA synthetase, hypothetical protein, putative xanthine/CO dehydrogenases maturation factor, hypothetical protein, and CalR2-like protein genes, complete cds; dynemicin gene locus, complete sequence; and unkown proteins, PBS lyase HEAT-like repeat protein, ketone reductase, unkown protein, DynR7, hypothetical protein, FAD-dependent oxidoreductase, putative hydroxylases, conserved hypothetical protein, putative secreted hydrolase, putative methyltransferase, putative cytochrome P450 hydroxylases, hypothetical protein, putative transcriptional regulator, hypothetical protein, putative integral membrane transport protein, DynT5, hypothetical protein, putative carbon monoxide dehydrogenase large subunit, putative carbon monoxide dehydrogenase small subunit, putative carbon monoxide dehydrogenase medium subunit, DynO6, putative transmembrane transport protein, putative ABC transporter ATP-binding protein, putative transmembrane transport protein, putative 2-component system sensor kinase, hypothetical proteins, unkown protein, and type I site-specific deoxyribonuclease protein R genes, complete cds	T1PKS	PKSI	Micromonospora chersina	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora
BGC0001065.1	BGC0001065.1	Streptomyces chromofuscus strain A7847 heboxidiene biosynthetic gene cluster, partial sequence	T1PKS.nucleoside.T3PKS	Others	Streptomyces chromofuscus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001067.1	BGC0001067.1	Aspergillus fumigatus Af293 chromosome 8, whole genome shotgun sequence	T1PKS	PKSI	Aspergillus fumigatus Af293	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0001068.1	BGC0001068.1	Pyripyropene A biosynthesis genes	T1PKS	PKSI	unidentified unclassified sequences.	
BGC0001072.1	BGC0001072.1	Streptomyces antibioticus simocyclinone biosynthetic gene cluster, partial sequence	T1PKS.T2PKS.ladderane.aminocoumarin	Others	Streptomyces antibioticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001118.1	BGC0001118.1	Aspergillus fumigatus Af293 chromosome 4, whole genome shotgun sequence	T1PKS	PKSI	Aspergillus fumigatus Af293	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0001124.1	BGC0001124.1	Aspergillus niger ATCC 1015, whole genome shotgun sequence	T1PKS	PKSI	Aspergillus niger ATCC 1015	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0001130.1	BGC0001130.1	Xenorhabdus budapestensis strain DSM 16342 Xbud_14, whole genome shotgun sequence	T1PKS.NRPS.hglE-KS.PUFA	Others	Xenorhabdus budapestensis	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus
BGC0001141.1	BGC0001141.1	Penicillium brefeldianum strain ATCC 58665 putative F-box domain protein, thiohydrolase, putative cytochrome P450s, HRPKS, putative large tegument protein UL36, putative WD-40 protein, and putative kinesin genes, complete cds	T1PKS	PKSI	Penicillium brefeldianum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0001143.1	BGC0001143.1	Aspergillus niger ATCC 1015, whole genome shotgun sequence	T1PKS	PKSI	Aspergillus niger ATCC 1015	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0001144.1	BGC0001144.1	Trichophyton tonsurans CBS 112818 genomic scaffold supercont1.45, whole genome shotgun sequence	T1PKS.indole	Others	Trichophyton tonsurans CBS 112818	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Arthrodermataceae,Trichophyton
BGC0001159.1	BGC0001159.1	Streptomyces sp. CNQ-418 mpy gene cluster, complete sequence	T1PKS	PKSI	Streptomyces sp. CNQ-418	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001169.1	BGC0001169.1	Streptomyces sp. SCSIO 03032 piericidin A1 biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Streptomyces sp. SCSIO 03032	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001172.1	BGC0001172.1	Streptomyces sp. CNH-287 clz gene cluster, complete sequence	T1PKS	PKSI	Streptomyces sp. CNH-287	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001183.1	BGC0001183.1	Streptomyces sp. FXJ7.023 lobophorin biosynthetic gene cluster, complete sequence	oligosaccharide.T1PKS.NRPS.T3PKS	Others	Streptomyces sp. FXJ7.023	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001194.1	BGC0001194.1	Streptomyces scabrisporus DNA, hitachimycin biosynthetic genes, strain: JCM 11712	T1PKS	PKSI	Streptomyces scabrisporus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001199.1	BGC0001199.1	Streptomyces sp. NBRC 109706 DNA, contig: scaffold00008, whole genome shotgun sequence	T1PKS	PKSI	Streptomyces sp. NBRC 109706	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001200.1	BGC0001200.1	Streptomyces sp. NBRC 109706 DNA, contig: scaffold00001, whole genome shotgun sequence	T1PKS	PKSI	Streptomyces sp. NBRC 109706	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001204.1	BGC0001204.1	Streptomyces versipellis DNA, strain: 4083-SVS6, Vst biosynthetic gene cluster	T1PKS	PKSI	Streptomyces versipellis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001205.1	BGC0001205.1	Penicillium expansum strain d1 contig72, whole genome shotgun sequence	T1PKS.indole	Others	Penicillium expansum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0001242.1	BGC0001242.1	Fusarium fujikuroi fusarubin biosynthesis gene cluster, strain IMI58289	T1PKS	PKSI	Fusarium fujikuroi	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium fujikuroi species complex
BGC0001244.1	BGC0001244.1	Parastagonospora nodorum strain SN15 mellein synthase (mlnS) gene, complete cds	T1PKS	PKSI	Parastagonospora nodorum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Phaeosphaeriaceae,Parastagonospora
BGC0001245.1	BGC0001245.1	Lasiodiplodia theobromae culture-collection NBRC:31059 lasiodiplodin biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Lasiodiplodia theobromae	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetes incertae sedis,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia
BGC0001246.1	BGC0001246.1	Sarocladium zeae culture-collection NRRL:45893 resorcylide biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Sarocladium zeae	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreales incertae sedis,Sarocladium
BGC0001252.1	BGC0001252.1	Alternaria alternata ACRTS2 gene for polyketide synthase, complete cds	T1PKS	PKSI	Alternaria alternata	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria,Alternaria alternata group
